./voice\tgtgtg\condition3\c00.wav,0 days,0 days 00:00:12,35.979343,0.342595,23.323921,34.272274,46.814804,23.490883,354.1258,195.32932,214.7695,322.8972,0.4031904,1.2398196,0.0529767,0.12870817,0.84962285,0.7966461,9.436245,7.061626,7.013482,7.3157163,0.22526376,1.8425853,8.615554,1.646108,3.8260007,3.4639263,-0.45359862,-33.577595,-6.652103,-1.6867021,0.09253693,1.0222094,2.14533,0.51689446,-1.8248562,-2.1617682,-3.2883863,-3.431756,5.8382716,2.6513672,682.5497,0.47904167,1057.9126,0.3679783,-156.40189,-0.52586615,1746.3593,0.21723399,892.5379,0.48619646,-146.34361,-0.5906318,2750.45,0.12733793,881.925,0.51302975,-146.10669,-0.58749133,-1.833346,-7.1243834,10.852648,1.2100248,0.06839697,0.4774757,-0.009269545,-3.129531,0.6203968,0.9200421,7.0748343,2.5950215,-2.1497247,-8.877346,1.7300769,13.9190235,-11.434793,-1.4131941,-6.639293,15.677133,0.029268313,-0.008198034,0.072268,1.5012511,1.6764461,0.155,0.13287212,0.4672222,0.891184,-33.006115
./voice\tgtgtg\condition3\c01.wav,0 days,0 days 00:00:12,30.70012,0.3433815,22.55265,28.31443,36.502483,13.949833,624.36255,999.8661,240.24806,140.67825,0.4656347,1.1869453,0.07362234,0.14278316,0.8972757,0.82365334,11.09983,5.7975984,9.167567,5.3637667,0.31201452,1.6188955,15.766439,0.7071426,3.88872,2.6175766,-0.92895126,-17.32575,-12.769577,-1.0469444,0.09962657,1.1748687,2.1309147,0.49659812,-0.3548729,-12.444647,-1.5342996,-10.102107,14.159654,1.2181225,541.0647,0.47868377,1116.9456,0.23740053,-140.25824,-0.6504837,1601.136,0.2079809,830.8647,0.45523822,-134.31914,-0.6637182,2657.8516,0.12769958,771.5623,0.49120682,-135.25539,-0.6480679,-8.3928795,-1.4779705,18.061012,0.6935624,0.07790267,0.52547264,-0.02024192,-1.1840765,0.73402977,0.8013317,17.3224,0.8463759,3.240482,4.5120587,2.2972977,10.9270525,-20.278429,-0.8511364,-7.869766,17.390486,0.037620522,-0.010208384,0.096151926,1.7514596,2.2613065,0.14185186,0.13989513,0.32652172,0.6643179,-30.241251
./voice\tgtgtg\condition3\c02.wav,0 days,0 days 00:00:12,27.416573,0.3458107,20.78024,24.985218,35.088997,14.308758,214.45818,104.80544,266.82883,233.35193,0.4911257,1.2493118,0.07378468,0.10348935,1.010963,0.93717825,15.556388,7.7601533,12.488691,6.2110877,0.4939465,1.7402542,19.211622,0.5425086,7.107967,1.3719051,-0.810719,-15.045596,-12.669193,-0.98279613,0.14750597,1.1762812,2.5648727,0.5131663,-1.9522238,-2.1277456,-2.4624228,-8.317875,14.510999,1.6012456,539.2637,0.4528558,1209.36,0.2039561,-132.74812,-0.71531165,1621.3828,0.2140058,894.4873,0.3582915,-131.41711,-0.68128824,2670.1636,0.13534206,837.1209,0.56514,-131.99008,-0.66830856,-13.241428,-0.7549464,22.589523,0.50479084,0.096878745,0.39645013,-0.024851386,-0.7103231,1.163507,0.8703398,21.20939,0.62282085,6.9068494,2.048249,1.5259018,11.543933,-19.462194,-0.8495776,-10.815021,19.934748,0.032890525,-0.014633501,0.11615477,2.2518766,2.2632022,0.15148148,0.1167366,0.32863635,0.824529,-26.640213
./voice\tgtgtg\condition3\c03.wav,0 days,0 days 00:00:13,33.454113,0.3764612,22.267473,29.861992,46.587948,24.320475,345.187,278.99338,267.62415,193.62529,0.5639453,1.1727736,0.083362035,0.23131527,1.0255424,0.94218034,14.821468,7.992262,11.134207,7.871964,0.51960623,1.7872368,15.272054,0.85785437,2.1769695,5.5498123,-4.034016,-3.5231874,-14.220218,-0.9253389,0.12590213,1.1277633,2.5214746,0.48001853,-1.4948641,-2.957447,0.46310472,44.572414,12.661053,1.4455981,641.04474,0.44890666,1202.3881,0.26405102,-140.68874,-0.65130144,1665.4592,0.21903476,977.5253,0.39860532,-134.82855,-0.6645126,2694.464,0.12767097,764.52814,0.45179912,-135.319,-0.6449552,-8.997713,-1.1509535,19.975721,0.5066479,0.087711066,0.38906488,-0.019315762,-1.270284,1.1889967,0.9480017,19.244118,0.7493825,-2.6995404,-5.864224,-9.15151,-2.1429443,-19.712517,-0.84038955,-7.308852,15.135077,0.044471562,-0.013064723,0.13561444,2.3864512,2.332815,0.13533333,0.14696333,0.32279998,0.57049114,-26.680347
./voice\tgtgtg\condition3\c04.wav,0 days,0 days 00:00:11,37.5342,0.3305047,26.599289,35.288857,52.10436,25.50507,499.2981,662.3944,441.60147,552.4328,0.5888285,1.094794,0.09888519,0.27639487,1.1109238,1.0120386,18.90363,12.411646,15.59685,12.6920395,0.48891982,1.8191993,8.368871,1.8611358,2.3977797,5.969597,-3.1872532,-3.858978,-11.441524,-1.0942047,0.14012063,1.1791191,2.3828235,0.4839404,-2.452549,-1.679145,-5.5347104,-2.6713815,6.141321,2.9743001,737.61,0.4215856,1041.5768,0.32780066,-142.34055,-0.61538345,1784.8083,0.19444737,916.16724,0.46250787,-131.14081,-0.67792857,2804.854,0.11905232,757.6147,0.43772814,-130.94653,-0.6749524,-4.734106,-2.7420518,13.999119,0.9654471,0.07257892,0.4590299,-0.015234673,-1.7742159,1.052823,1.0949848,8.175375,2.263109,-0.9784984,-20.142418,-4.6305614,-3.7010012,-15.598534,-0.99543726,-4.6739974,12.147124,0.04392705,-0.0098994365,0.18089876,3.00273,3.2051282,0.099999994,0.08934683,0.20718749,0.34950173,-28.002127
./voice\tgtgtg\condition3\c05_00.wav,0 days,0 days 00:00:12,30.925571,0.33136776,23.017353,28.909622,36.275593,13.25824,439.9914,470.74344,220.54433,229.15816,0.4015215,1.4376378,0.07961211,0.1318536,0.604965,0.52535284,11.416106,8.770517,9.4221735,8.244271,0.28660125,2.1999826,17.820349,0.6437134,2.4298022,3.5102105,-3.3132632,-4.337034,-13.235757,-1.120743,0.086261034,1.2968711,2.2100194,0.5502383,-1.4502459,-2.653087,2.0952137,8.36327,15.969815,1.1148398,604.9939,0.41086635,1219.6642,0.20837301,-152.52498,-0.554984,1631.087,0.2087081,893.4203,0.33018273,-148.60822,-0.560929,2725.1306,0.12799856,778.6604,0.47840613,-150.13138,-0.5328687,-9.475354,-0.9767716,20.385542,0.59753096,0.08121441,0.46961454,-0.020213034,-1.0099559,0.8263667,1.1034663,22.192394,0.6923335,-0.12797609,-94.18557,-6.2690864,-3.1608999,-18.186913,-1.0322641,-6.8252244,15.758986,0.037198953,-0.010916878,0.09028535,1.000834,2.3489933,0.10357142,0.14177985,0.34875,0.6111895,-29.935654
./voice\tgtgtg\condition3\c05_01.wav,0 days,0 days 00:00:12,41.230606,0.29797855,28.355656,47.492443,50.642857,22.2872,521.2341,823.29565,276.6238,122.15222,0.39490464,1.5651889,0.070623025,0.08436976,0.60461956,0.5339965,11.792507,10.12242,10.652454,6.7576814,0.30782437,2.2327101,16.04417,0.5573932,3.5007055,2.5751135,-1.5817811,-6.78297,-9.813056,-0.92321634,0.098103,1.454667,2.0184546,0.4168145,1.2376366,4.2904115,-1.5634105,-8.955595,1.2320992,14.549571,603.1843,0.50349665,1002.67224,0.31545714,-180.02205,-0.32365122,1699.7097,0.20140792,681.5366,0.57784647,-166.70044,-0.40917712,2699.7417,0.12964784,706.3007,0.38051653,-165.54343,-0.41894472,-8.207602,-1.0824898,17.165361,0.5686039,0.10233835,0.47173032,-0.023565996,-0.8707244,1.2553719,0.81319714,10.613243,1.2530684,-1.6111933,-7.3955073,4.2327476,4.7072515,-18.327074,-0.6276712,-9.670026,18.87783,0.036233097,-0.012347793,0.080314405,1.5012511,1.3400335,0.13562499,0.22535995,0.62799996,1.0274707,-29.478643
./voice\tgtgtg\condition3\c06.wav,0 days,0 days 00:00:12,31.35739,0.31667563,22.39312,30.114603,39.040672,16.647552,455.6674,537.80505,279.47842,341.47552,0.41223326,1.3803729,0.07904344,0.12593605,0.65046895,0.5714255,10.324458,6.5966287,10.624576,8.109132,0.2828928,2.0366616,16.989841,0.62783325,2.8214285,4.43221,-1.4840658,-7.8621635,-11.332315,-1.0641782,0.14375758,0.8718761,2.2075427,0.5103586,-1.393534,-2.7441065,-4.331541,-3.9312162,9.94954,1.777527,596.1416,0.48561308,1182.2585,0.19065021,-156.96051,-0.5277602,1625.9379,0.21868062,876.5209,0.30675662,-150.64479,-0.5548239,2700.7593,0.13022469,829.6145,0.41993508,-151.60834,-0.5384256,-8.908049,-1.1057552,18.835032,0.6934329,0.08507328,0.47805804,-0.02053407,-0.7520298,0.85401636,0.97060746,21.617092,0.5541521,-4.796435,-3.5772686,0.12009444,157.69495,-15.19348,-1.192701,-8.150448,16.188118,0.039842226,-0.01268231,0.08658973,1.5012511,1.5088015,0.15944444,0.13993935,0.5793333,0.9727038,-30.032507
./voice\tgtgtg\condition3\c07.wav,0 days,0 days 00:00:11,32.323364,0.30956164,23.950855,31.766945,37.75837,13.807514,362.8017,295.95514,196.40765,123.38375,0.63268137,1.1895736,0.08648324,0.3142347,1.0379273,0.95144403,16.333918,11.00003,12.800805,10.456524,0.5011006,1.6506745,13.100166,0.99297625,3.03607,3.9761505,-2.7683485,-5.639061,-11.201642,-1.1336033,0.12261472,1.1272309,2.1558704,0.5492024,-0.7855711,-5.30111,-1.4209974,-8.674246,12.601616,0.99965596,630.9445,0.42466286,1167.7966,0.2110598,-132.24126,-0.7020979,1682.0607,0.19796798,862.8271,0.47114745,-125.01708,-0.7185292,2724.066,0.1263682,835.14636,0.4867372,-126.31517,-0.6969301,-8.962852,-1.0283277,19.404493,0.5577648,0.07753578,0.48930728,-0.018772919,-1.0117068,1.0193561,0.94146377,16.872213,0.81526065,1.0211087,15.684624,-4.834931,-4.540486,-13.105812,-1.2365712,-5.758019,13.1702585,0.038139146,-0.01245866,0.16006252,2.5477707,2.933089,0.123749994,0.10267515,0.27130434,0.64564294,-26.667366
./voice\tgtgtg\condition3\c08.wav,0 days,0 days 00:00:12,30.955976,0.41734397,20.218622,26.991846,46.609833,26.39121,372.86838,301.5919,143.62172,64.63134,0.29383442,1.2423034,0.08490051,0.13866512,0.39055464,0.3056541,8.213702,5.3470745,6.503432,7.6575584,0.16567434,2.1706126,16.300045,0.70969,3.0176444,3.874795,-1.1579683,-8.923761,-9.348412,-1.2363143,0.1182265,1.0919571,2.1903288,0.51000905,-1.5024691,-2.800175,-2.163957,-11.1677475,13.201661,1.7529383,707.448,0.43449068,1136.4995,0.27670366,-151.22899,-0.5561451,1763.9414,0.19871159,906.57355,0.37892282,-147.82698,-0.55928475,2787.2566,0.12466448,857.70807,0.44476536,-148.40672,-0.5485512,-10.404926,-1.3547463,21.374413,0.6227152,0.062769726,0.51797396,-0.018930335,-1.2368873,0.42419568,1.0335186,18.301353,0.9603638,4.309097,4.2834907,0.9338917,16.897495,-8.969112,-1.9477965,-7.8206034,16.521694,0.0374964,-0.009837961,0.06625043,1.2510426,1.6750419,0.1555,0.10679303,0.46277776,0.75764114,-34.715668
