,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.013609790802001953,0.0005679607391357421,0.37142857142857144,0.7852791068580542,0.001,,linear,"{'C': 0.001, 'kernel': 'linear'}",41,0.5333333333333333,0.8,0.4,0.7272727272727273,0.35714285714285715,0.75,0.38461538461538464,0.8245614035087719,0.15384615384615385,0.8245614035087719,0.0012348458245900907,9.385608932671233e-05,0.12106711987319418,0.03978003973981325
1,0.06012182235717774,0.0006244182586669922,0.34285714285714286,0.946032125768968,0.01,,linear,"{'C': 0.01, 'kernel': 'linear'}",42,0.5333333333333333,0.8909090909090909,0.4666666666666667,0.9454545454545454,0.35714285714285715,0.9464285714285714,0.3076923076923077,0.9824561403508771,0.0,0.9649122807017544,0.028858867385299712,0.00029958472302739185,0.1821006558882603,0.03073177127629647
2,0.09340062141418456,0.00038137435913085935,0.38571428571428573,0.9963636363636365,0.1,,linear,"{'C': 0.1, 'kernel': 'linear'}",40,0.6,0.9818181818181818,0.4666666666666667,1.0,0.42857142857142855,1.0,0.3076923076923077,1.0,0.07692307692307693,1.0,0.037259984700301826,5.720845732392077e-05,0.17449935863581814,0.007272727272727276
3,0.08235020637512207,0.0003462314605712891,0.4,1.0,1,,linear,"{'C': 1, 'kernel': 'linear'}",37,0.6666666666666666,1.0,0.4666666666666667,1.0,0.42857142857142855,1.0,0.3076923076923077,1.0,0.07692307692307693,1.0,0.03026379822232334,1.3248352162501137e-05,0.19318585471931324,0.0
4,0.08275833129882812,0.00040268898010253906,0.4,1.0,10,,linear,"{'C': 10, 'kernel': 'linear'}",37,0.6666666666666666,1.0,0.4666666666666667,1.0,0.42857142857142855,1.0,0.3076923076923077,1.0,0.07692307692307693,1.0,0.03182227702941105,0.00013796383151225383,0.19318585471931324,0.0
5,0.08346500396728515,0.0004549980163574219,0.4,1.0,100,,linear,"{'C': 100, 'kernel': 'linear'}",37,0.6666666666666666,1.0,0.4666666666666667,1.0,0.42857142857142855,1.0,0.3076923076923077,1.0,0.07692307692307693,1.0,0.03270508152155188,0.0002425513938296137,0.19318585471931324,0.0
6,0.0015837192535400391,0.0003709316253662109,0.45714285714285713,0.45713146502620183,0.001,0.0001,rbf,"{'C': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}",1,0.4666666666666667,0.45454545454545453,0.4666666666666667,0.45454545454545453,0.42857142857142855,0.4642857142857143,0.46153846153846156,0.45614035087719296,0.46153846153846156,0.45614035087719296,5.198413003084056e-05,1.0296149884235976e-05,0.014467705244052395,0.003647541566398817
7,0.0016162395477294922,0.00037817955017089845,0.45714285714285713,0.45713146502620183,0.001,0.001,rbf,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf'}",1,0.4666666666666667,0.45454545454545453,0.4666666666666667,0.45454545454545453,0.42857142857142855,0.4642857142857143,0.46153846153846156,0.45614035087719296,0.46153846153846156,0.45614035087719296,8.12263791985326e-05,9.485824071734867e-06,0.014467705244052395,0.003647541566398817
8,0.0015922069549560546,0.0003705024719238281,0.45714285714285713,0.45713146502620183,0.001,0.01,rbf,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'rbf'}",1,0.4666666666666667,0.45454545454545453,0.4666666666666667,0.45454545454545453,0.42857142857142855,0.4642857142857143,0.46153846153846156,0.45614035087719296,0.46153846153846156,0.45614035087719296,3.4441179166323777e-05,5.1929296074150015e-06,0.014467705244052395,0.003647541566398817
9,0.0015519618988037109,0.0003731250762939453,0.45714285714285713,0.45713146502620183,0.001,0.1,rbf,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}",1,0.4666666666666667,0.45454545454545453,0.4666666666666667,0.45454545454545453,0.42857142857142855,0.4642857142857143,0.46153846153846156,0.45614035087719296,0.46153846153846156,0.45614035087719296,5.19405914379305e-05,1.8115419558133805e-05,0.014467705244052395,0.003647541566398817
