F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,reward
24.604565,0.31661725,20.297619,22.912226,25.15718,4.859562,165.0115,160.158,40.27464,25.674246,0.4713082,1.1863095,0.072999805,0.22210737,0.8189404,0.74594057,12.860553,8.776166,10.150488,6.531091,0.32589346,1.4779363,20.675936,0.9583545,6.9612083,1.8640416,12.342445,1.1329161,0.23884793,49.45329,0.03003366,0.9903365,1.6994777,0.7699258,1.9956747,2.1575854,0.2884202,30.375917,21.776484,0.6482982,477.05368,0.389269,1207.3344,0.24645421,-110.2135,-0.87153476,1452.5968,0.19742708,950.3973,0.2844465,-113.388145,-0.7818783,2499.6973,0.112298235,807.6553,0.44840115,-116.065674,-0.73628986,-16.353832,-0.69078743,24.792547,0.5138678,0.039517,0.9328702,-0.026632173,-0.68568945,0.63572764,0.8532008,34.67288,0.5372732,7.01245,2.0645382,15.350034,1.0552603,-1.7107406,-8.657046,-5.743517,13.661299,-0.000484475,-0.003790746,0.043702416,2.456779,1.9213176,0.23904762,0.17446256,0.31941175,0.5560519,-26.759409,1
22.730747,0.16807225,20.680695,22.496181,24.480606,3.7999115,329.7111,476.85812,49.684834,46.63327,0.67681813,1.0345025,0.071636185,0.44453594,1.2516296,1.1799934,15.6033125,9.193799,11.122415,7.4062085,0.51661587,1.260549,26.870342,0.6683074,6.070216,1.8237395,11.961658,1.0760952,-0.9638658,-13.653187,0.03908813,1.5814027,1.6973794,0.8059929,2.049098,1.8634032,1.6821635,5.1610017,22.92155,0.4240734,455.3669,0.33166805,1208.8195,0.18830276,-85.16364,-1.1376717,1403.9386,0.18135254,963.3589,0.25372297,-93.03679,-0.9640204,2432.9036,0.0959272,717.9576,0.36561683,-96.98134,-0.8909762,-17.182253,-0.4646323,25.07179,0.32369933,0.04342848,0.7216751,-0.028018372,-0.61954767,0.86104375,0.7749969,38.943844,0.3206697,4.903976,2.6381655,15.601499,0.88807774,-3.007884,-5.1361585,-6.85424,14.962676,-0.002655487,-0.005439821,0.038504384,2.8207462,1.0968922,0.5225,0.29983675,0.44099998,0.5507168,-24.108183,1
25.444017,0.21216035,22.660267,24.77224,26.461704,3.8014374,94.10433,114.03186,242.1388,280.07947,0.30510107,1.3773274,0.057300564,0.08604372,0.55649173,0.49919116,10.227324,6.933438,6.9837513,4.510721,0.19907042,1.9343846,17.2169,0.9153685,6.888237,1.654771,9.626023,1.3330433,1.652466,6.8946476,0.024091069,0.84905344,1.7399141,0.7619799,2.6579847,1.6896926,1.9569013,6.273334,23.47001,0.6940261,558.5285,0.38892034,1227.1067,0.21806453,-144.43121,-0.596607,1554.5107,0.20374818,1004.11725,0.30092743,-146.48267,-0.551584,2544.1194,0.12781118,759.85236,0.34822968,-147.85448,-0.5319358,-17.197678,-0.612586,24.993443,0.37900934,0.04203746,0.9295162,-0.025926474,-0.8092722,0.5920205,0.8500235,35.430466,0.44282654,6.125807,2.5821407,16.46714,0.8974436,-1.0388472,-15.0216,-6.8900003,15.317824,-0.004514866,-0.003067243,0.028573643,1.6936105,1.3137559,0.2217647,0.1504595,0.48999998,0.7208097,-29.457848,1
23.933683,0.18419437,21.38404,24.234295,25.718029,4.333988,119.34037,110.84447,56.993008,102.92047,0.47274482,1.1068262,0.04614283,0.20756324,0.9921615,0.9460187,12.604927,8.520177,8.903718,5.5862565,0.37085503,1.1953722,32.318413,0.6595834,15.792378,0.8939835,13.62266,1.1383253,4.9471803,3.6778944,0.037805032,1.7313749,1.7061487,0.7352906,3.443315,1.3703073,3.7267194,4.159463,32.32328,0.47923216,593.4917,0.3783379,1302.489,0.159186,-71.11786,-1.2119285,1631.8651,0.21150929,1031.2024,0.2668616,-81.58559,-0.9556068,2721.394,0.12608624,899.668,0.3339547,-86.92243,-0.85461146,-26.129017,-0.41496474,36.832596,0.34761274,0.023156768,2.930327,-0.032328054,-0.7230643,0.52715963,0.85951495,42.51037,0.3898264,17.607794,0.89788455,15.5874605,1.0937656,2.4064507,8.406459,-14.638656,26.74625,-0.040166866,0.000909011,0.022358293,2.365787,1.2820513,0.53428566,0.50026727,0.22571428,0.30689028,-26.023668,1
23.452856,0.2116037,21.485395,23.191957,24.169243,2.6838474,138.5285,213.24803,134.79633,126.03545,0.5143365,1.1233037,0.06307223,0.15864548,1.0606306,0.99755836,13.683368,8.392896,11.75185,6.569707,0.34625092,1.361725,24.965422,0.6538443,5.6765237,2.0133886,13.247354,1.097496,1.4198381,8.376627,0.043278325,2.24317,1.8295399,0.7539107,2.375602,1.5117427,0.41131797,17.508123,21.52831,0.41866946,491.2076,0.38940665,1244.291,0.21574722,-100.09658,-0.976622,1484.6036,0.19291094,979.7081,0.36204115,-106.12933,-0.8565579,2492.712,0.106333725,776.0762,0.41391355,-108.7114,-0.81048715,-16.063437,-0.47670165,24.08824,0.32376403,0.047412287,0.6603447,-0.025317533,-0.57243913,0.65891397,0.7351219,37.54898,0.34370694,2.2823584,5.521998,19.928118,0.80408496,-3.8735363,-3.3529508,-8.551448,16.919056,-0.008726862,-0.002560809,0.020705028,2.848345,1.2364761,0.404375,0.28242186,0.5536364,0.5869222,-26.952518,-1
22.11481,0.2832935,17.015364,21.925701,25.73393,8.718567,311.789,262.76965,24.269276,18.592659,0.62822473,0.8845147,0.08637662,0.47562242,1.0929617,1.006585,12.452746,8.8519535,9.661515,3.7151694,0.72397065,0.8722253,33.80813,0.5525222,16.429577,0.95200837,17.90545,1.0536982,5.749128,3.6509986,0.055003684,2.546188,1.3705199,0.85683,2.8151553,1.352181,5.4054165,3.0214784,39.58754,0.58373743,523.5262,0.451878,1298.6378,0.15678635,-57.43955,-1.3849931,1612.3024,0.19590256,1044.6842,0.26332805,-71.17457,-1.0150498,2655.0288,0.12023758,977.7228,0.29907814,-75.39253,-0.9293494,-27.575197,-0.5074891,37.56385,0.4390532,-0.007105617,-13.322922,-0.029389285,-0.66810364,0.93585145,0.6165024,41.04452,0.35017097,17.073893,1.0087507,21.151897,0.9129051,5.973444,3.868236,-12.765077,23.413368,-0.023496516,-0.000923632,0.04763115,2.6387625,1.1904762,0.63461536,0.7808537,0.2190909,0.38876155,-22.14361,1
25.295689,0.25773966,21.897951,24.581848,28.101767,6.2038155,176.20372,154.48451,396.2265,1055.8551,0.59132546,1.0505657,0.076147564,0.2989204,1.082536,1.0063884,15.15764,11.349622,10.798726,7.700615,0.46334344,1.4647102,22.915533,0.83456314,10.283153,1.0712662,6.3326197,2.3637664,-2.869687,-4.535467,0.050459385,1.9917034,1.6465666,0.8285956,2.4829588,2.0637627,-0.48153082,-30.020916,24.106506,0.7086853,500.15225,0.3667726,1296.0262,0.18312968,-105.83087,-0.9143949,1456.9576,0.1956397,1006.5512,0.295805,-111.843735,-0.7944931,2513.5012,0.13091193,851.4251,0.420676,-115.31525,-0.7350717,-18.567553,-0.4781255,28.22449,0.37101567,0.057458457,0.7062727,-0.032653835,-0.50584644,0.8679883,0.87620217,37.267536,0.39917082,10.285209,1.1426178,8.017669,2.226529,-7.9448833,-1.5922918,-6.450263,14.981762,-0.007226867,-0.003448931,0.06600618,2.5404158,1.7014695,0.27909088,0.3281755,0.30190474,0.46790943,-24.90957,1
23.595543,0.16075127,20.738747,23.40189,25.872063,5.133316,261.67654,394.88016,61.515034,69.931404,0.4835185,1.0776097,0.06716953,0.22538961,0.86968637,0.8025168,11.474844,7.7870893,7.13862,5.91006,0.35683635,1.3556972,26.231382,0.655844,8.548474,1.5630857,16.680063,0.8929988,0.7387196,17.211899,0.032646827,1.4947567,1.629883,0.74642944,2.8687706,1.4245733,1.103802,5.5889473,25.77709,0.39607713,500.8876,0.37265864,1261.6273,0.2005308,-92.915565,-1.0256975,1512.3007,0.20544901,980.73926,0.3495299,-101.86859,-0.84594774,2549.2551,0.1210841,777.58234,0.35849667,-103.811874,-0.8140386,-20.153318,-0.4729449,26.697733,0.38018823,0.04234538,0.89017457,-0.030875674,-0.5605717,0.6090086,0.8435168,38.25442,0.3325785,9.8381815,1.5382261,21.875887,0.7612068,-2.419475,-6.2297525,-7.6139345,15.5951395,-0.002982832,-0.00525156,0.030918358,2.6688907,1.5926237,0.33789474,0.2564449,0.28333333,0.44372162,-26.65085,1
21.943075,0.22900216,19.482801,21.25904,23.10215,3.6193485,133.02515,104.2833,83.643715,98.637245,0.3711325,1.2602519,0.054999284,0.08833387,0.7144209,0.6594216,10.141962,6.131611,7.636374,5.443692,0.25511885,1.6682742,21.90778,0.80370843,9.817392,0.8192648,11.568562,1.0773311,3.486722,3.0169134,0.03492562,1.7226787,1.6530011,0.70022255,2.1673403,1.5790616,1.5066038,5.824106,23.0458,0.53656435,545.8832,0.44398645,1308.7838,0.22957323,-123.49949,-0.76145947,1494.9108,0.22054432,1067.7329,0.39315048,-128.05641,-0.6846214,2501.4058,0.12705296,830.53644,0.4238454,-130.50697,-0.64916855,-17.409452,-0.55617326,24.438318,0.41305187,0.028387386,1.2588756,-0.02972356,-0.48710826,0.6016547,0.82666916,37.705627,0.46409416,8.794325,1.1305487,14.524141,1.1075236,0.06949677,202.84042,-9.512863,17.821938,-0.012760307,-0.003564332,0.021461884,2.0850708,1.08969,0.3576923,0.3626856,0.6363636,0.94276446,-27.859623,-1
22.75074,0.14779058,20.672853,22.62299,24.227238,3.5543842,152.14319,232.11945,24.91008,21.8656,0.39792162,1.2349777,0.055204786,0.1234229,0.7164346,0.6612298,10.995184,8.271389,8.939817,6.1946816,0.2996116,1.4562856,23.763348,0.76564866,10.343596,1.0128067,12.851969,1.0850122,2.3322244,4.965376,0.028885452,1.2945772,1.7061317,0.7246575,2.374547,1.5765202,1.4037127,4.24171,27.267462,0.43241358,483.8212,0.3489977,1272.157,0.17220005,-107.60171,-0.90481675,1503.4442,0.19187632,979.3616,0.29367477,-114.70643,-0.77181405,2530.2783,0.11384344,864.2128,0.3683574,-117.510506,-0.7287798,-20.93969,-0.41655552,29.147865,0.34150702,0.038496684,0.94435513,-0.029693687,-0.51139814,0.6079603,0.76322347,39.29435,0.35013503,10.69788,1.2200352,18.46323,0.8833321,1.5970064,9.116321,-8.741572,16.543854,-0.012468947,-0.005535116,0.01677157,2.3352795,0.83822304,0.564,0.37739104,0.6755556,0.8778903,-27.178886,1
