./voice\believe3\condition4\c00.wav,0 days,0 days 00:00:12,27.127932,0.23502582,22.420603,27.473774,31.652748,9.232145,165.22598,115.239685,55.945263,98.060745,0.24358071,1.4561611,0.040486008,0.058173936,0.4572635,0.4167775,9.397282,10.633974,9.525775,8.579039,0.19202441,2.1848817,17.689741,0.76679015,11.652439,0.7746804,5.854627,2.0593452,-1.0257936,-9.993592,0.06015179,1.7916043,1.7430344,0.7845214,2.6940634,2.171746,7.1480474,1.3915821,29.54368,0.44200495,569.28076,0.40314043,1255.3685,0.20513031,-151.57199,-0.53257734,1611.3474,0.19137517,988.08453,0.2933943,-153.30823,-0.4934525,2672.2969,0.12526934,872.3011,0.40763798,-155.03902,-0.46935394,-18.985752,-0.5175855,29.386805,0.3871877,0.04847804,0.64246416,-0.026770536,-0.6133791,0.63241357,0.9348953,33.203728,0.44085523,13.692737,0.9968804,11.729523,1.5167617,-2.5659614,-5.74958,-11.537179,21.91148,0.007286326,-0.008870054,0.02092811,2.001668,1.1744967,0.22928572,0.23593171,0.55866665,1.266101,-30.988024,0,4,1,1,1
./voice\believe3\condition4\c01.wav,0 days,0 days 00:00:12,34.76375,0.20688216,30.675537,33.15952,35.880947,5.20541,860.5558,1075.2477,103.10136,68.61852,0.14624166,1.4328395,0.04001888,0.045047626,0.2019914,0.16197252,5.2772436,3.3365583,4.009317,2.2010248,0.058337465,2.2385232,13.310115,0.8839377,9.904671,0.9813838,5.7540536,1.7689106,-2.0286806,-5.2910886,0.036263693,1.0822572,1.4002095,0.8459432,5.603244,1.1372759,9.84026,1.2634479,19.447445,0.8513878,588.164,0.3909158,1203.1371,0.30116192,-177.019,-0.3403424,1588.2605,0.20409298,877.2638,0.44552687,-173.08186,-0.35885015,2760.8635,0.087000094,789.4166,0.5355997,-173.68039,-0.34797406,-12.581367,-1.0670333,22.727114,0.68475646,0.047393188,0.68754286,-0.009999791,-1.2957836,0.2684839,0.7332423,26.18088,0.7228585,9.209532,1.568915,17.987835,0.8590264,-3.4264781,-4.2818666,-10.701346,21.48485,0.007005686,-0.008820116,0.019048594,1.3344454,0.83822304,0.18299998,0.12530363,0.98800004,1.7389871,-35.74832,0.2,4,1,1,1
./voice\believe3\condition4\c02.wav,0 days,0 days 00:00:11,28.015938,0.20719038,21.812563,31.313412,32.340244,10.527681,357.3598,340.29675,136.82825,137.98521,0.11275337,1.3162541,0.039982557,0.044757057,0.13894287,0.09896031,6.1250157,6.87648,3.7210023,4.4653764,0.04635952,2.19581,14.785283,0.6172383,9.008768,1.272319,7.5215826,1.7385745,3.4480312,3.3179412,0.034106158,1.2425255,1.4639422,0.8226521,3.407329,1.9613484,12.557718,2.123789,21.46965,0.60244864,645.8971,0.41527075,1321.3019,0.28970206,-179.86934,-0.2989286,1678.1321,0.16946928,998.7073,0.5714182,-178.70322,-0.29793715,2765.4988,0.08358371,710.58246,0.70956725,-179.09697,-0.29162157,-19.380262,-0.63248867,29.033468,0.4359298,-0.003188457,-12.438348,-0.014355217,-1.0057429,0.19693223,0.8206276,27.429123,0.4778668,14.06998,0.8468498,24.41576,0.5997186,5.163654,3.2654097,-10.102655,22.182524,-0.004678748,-0.004857621,0.02307842,1.7288444,1.1893871,0.0976923,0.08806936,0.624,0.9780511,-40.06059,0.15,4,1,1,1
./voice\believe3\condition4\c03.wav,0 days,0 days 00:00:11,24.069555,0.42003068,15.306212,20.87701,32.553272,17.247059,253.04036,120.47304,1521.819,1409.6346,0.04717729,0.5248733,0.03872392,0.041315686,0.048637778,0.009913858,1.0312899,1.013341,1.1341624,1.1754955,0.00922484,2.524981,11.871404,0.40937757,13.026495,0.42290697,8.179617,0.93570477,3.211314,2.173865,0.052962072,0.67189556,2.887464,0.6429524,-3.4331818,-1.6398194,-15.545739,-2.8609867,-19.931675,-2.8997788,603.3815,0.31804,1321.2972,0.2850959,-195.96898,-0.14541008,1712.9849,0.13037667,1032.5912,0.39343137,-195.81703,-0.14183052,2651.366,0.08552949,982.15125,0.52069896,-195.75627,-0.14339395,-18.590616,-0.54668474,26.79896,0.38445035,0.014217781,2.1060863,-0.013620207,-1.0276049,0.10184968,0.8418278,21.762274,0.4404655,14.716002,0.79110456,21.369003,0.50698334,3.869479,2.9546204,-14.091087,24.55791,-0.008696652,-0.008197156,0.006325948,0.81892633,0.4570384,0.058000002,0.027856776,1.7566667,2.1853654,-61.044983,0.15,4,1,1,1
./voice\believe3\condition4\c04.wav,0 days,0 days 00:00:12,35.784447,0,35.784447,35.784447,35.784447,0,0,0,0,0,0.11173002,1.1660988,0.040818855,0.056333676,0.1297284,0.08890955,1.8776265,1.2557267,1.408724,1.3500954,0.017411307,1.4726782,8.444271,1.3601426,8.799366,0.656836,-3.3792288,-2.4462264,-1.538524,-4.274932,0,0,0.58414537,0,-3.4288416,0,-12.206326,0,15.245136,0,410.47363,0,1030.4946,0,-200.82356,-0.017497936,1411.1873,0,855.6207,0,-200.83276,-0.016585108,2394.1602,0,1078.9463,0,-200.83635,-0.016229575,-12.019728,0,26.01522,0,0.081310265,0,-0.02474584,0,0.022917341,0,17.82556,0,4.706409,0,-13.99238,0,-16.473057,0,-9.028872,18.866262,0.025837652,-0.010353114,0.017460495,0.83402836,0,0,0,11.92,0,-49.56519,0.2,4,1,1,1
./voice\believe3\condition4\c05.wav,0 days,0 days 00:00:11,30.967062,0.19966729,26.691925,32.453613,34.38743,7.695503,793.75385,900.58325,188.23099,116.33048,0.22075379,1.9471183,0.044695597,0.061518926,0.3148139,0.27011833,12.808406,13.077923,8.194535,12.558304,0.14264876,3.632628,16.064041,0.73052526,8.789679,1.0495923,2.8241737,4.483315,-0.14844777,-58.065495,0.0513471,1.7760953,1.8025639,1.0609736,5.1294346,1.3149482,6.901291,2.756021,24.520555,0.86215574,629.60156,0.37248966,1267.4161,0.1849307,-169.68991,-0.38707623,1693.6365,0.17555065,1130.008,0.35058624,-167.74037,-0.38210064,2731.0522,0.10981568,915.9047,0.5590904,-168.77402,-0.36691928,-17.499418,-0.6661675,30.584396,0.4309993,0.038763907,0.8463288,-0.017010668,-0.75218344,0.38970152,1.4525812,30.604853,0.46332246,9.967069,1.453915,12.611596,1.4811748,0.22282307,54.224056,-10.32514,20.69967,0.013406416,-0.010873427,0.08114403,0.6369427,1.3723696,0.13266666,0.22705261,0.61214286,0.9485189,-31.247488,0.25,4,1,1,1
./voice\believe3\condition4\c06_00.wav,0 days,0 days 00:00:12,33.373142,0.25735274,28.964493,32.085934,34.718555,5.7540627,594.36115,397.78244,179.37387,173.303,0.26480404,1.0080396,0.06366901,0.1259725,0.5078222,0.4441532,5.3950715,3.3853436,4.212923,2.9802039,0.12472509,1.5896392,13.159055,1.2259811,10.414282,1.0886424,7.3048253,2.1749794,-9.019926,-1.3434265,0.04237546,1.597011,1.384248,0.90057176,5.694386,1.1205974,6.8708105,1.9478165,20.127604,0.7949646,621.56683,0.34894815,1133.056,0.26298383,-153.989,-0.50356007,1736.8972,0.17006497,800.13367,0.49185959,-151.43314,-0.48999962,2814.1228,0.08529012,685.3533,0.56939465,-150.47235,-0.49703524,-16.322958,-0.92955744,24.434553,0.6512796,0.04895673,0.6055673,-0.020435564,-0.8341353,0.326093,0.74760795,24.698233,0.7698306,13.243518,1.1275574,22.969553,0.7389641,-6.4643245,-1.9264778,-6.4855742,14.169338,0.029899396,-0.010600269,0.04027352,2.3352795,1.8440906,0.15090908,0.1769671,0.42947367,0.5774761,-32.27909,0.4,6,1,1,1
./voice\believe3\condition4\c06_01.wav,0 days,0 days 00:00:12,28.0939,0.30159068,20.190891,30.519669,31.64288,11.451988,722.46576,1123.5465,198.171,241.80954,0.1717352,1.3210381,0.042151142,0.048074335,0.3367634,0.29461226,7.178687,6.50427,4.005503,3.2455878,0.078009054,1.8752043,15.578847,0.74484307,9.5540285,0.996432,6.3509502,1.9027957,1.0557442,8.634122,0.06891258,1.841056,1.3192325,0.7421778,2.965215,2.0887773,0.5569855,32.7603,21.69878,0.9593726,597.90955,0.41673872,1255.9564,0.33533177,-166.53746,-0.42630392,1590.5286,0.19926116,975.2073,0.43258306,-165.92737,-0.41352975,2715.406,0.09831074,798.3945,0.42597967,-167.23788,-0.39445353,-14.531898,-0.7217492,26.71937,0.42776397,0.04218394,0.8187427,-0.014699768,-1.0157305,0.28509635,0.5921872,28.410898,0.6047951,8.418478,1.5484436,17.676102,1.00206,1.090929,10.912105,-10.806575,22.561838,0.003322254,-0.007488858,0.02624636,1.3344454,1.2562815,0.14666666,0.18930282,0.78416663,1.4490253,-38.22177,-0.1,6,1,1,1
./voice\believe3\condition4\c06_02.wav,0 days,0 days 00:00:12,27.534933,0.25176975,20.291893,29.69463,31.456516,11.164623,191.39261,88.48456,270.3738,213.62593,0.097968236,1.6250364,0.040526934,0.04324938,0.05798998,0.017463047,7.7887945,5.434888,5.2273145,4.5868053,0.049619876,3.1446073,14.515875,0.58625865,13.1045265,0.53318053,6.4208302,1.2821971,-1.1381967,-8.109374,0.14766397,1.1240826,2.2805457,0.78549784,1.2261502,4.7763834,5.8008704,1.4112065,29.650917,0.3779834,543.72406,0.38662446,1256.785,0.22494213,-184.30894,-0.28298485,1549.0878,0.20202108,1028.1835,0.35381395,-184.09146,-0.26954523,2743.773,0.10657622,632.52716,0.7389018,-184.77762,-0.2572235,-16.136534,-0.71853125,26.110388,0.4819239,0.04388998,0.7513264,-0.017324783,-0.8416589,0.37377542,0.9074221,29.455736,0.5199248,12.398084,0.8687608,12.442983,1.241784,-14.772775,-1.0951755,-13.678722,24.364302,-0.001145097,-0.010077107,0.015396075,1.0842369,0.92436975,0.091818176,0.081888855,0.885,1.3364162,-40.914646,-0.6666,6,1,1,1
./voice\believe3\condition4\c07.wav,0 days,0 days 00:00:12,31.496058,0.3504894,23.039343,30.811901,34.623398,11.584055,618.4201,821.7587,166.19951,121.899445,0.19273525,1.0823107,0.041205455,0.071635045,0.37934986,0.3381444,4.4367537,2.9381695,3.684569,2.563986,0.08256318,1.5353068,15.788987,0.76064014,8.744188,1.5400745,7.09803,1.9868991,-4.329685,-2.7345595,0.05700698,1.6563022,1.5228039,0.836873,2.2986436,2.9681509,3.220893,7.7429895,18.211544,1.3379582,647.9215,0.43439433,1077.5938,0.35157463,-151.47545,-0.52238774,1709.4088,0.22028324,858.15485,0.4125432,-147.91525,-0.5261184,2845.9985,0.103806175,641.1831,0.5832421,-148.47559,-0.51538336,-12.3821125,-1.1179801,22.95343,0.6237825,0.035175316,0.7577331,-0.013612633,-1.0519412,0.20594412,0.69878304,22.460434,0.7772586,9.587484,1.8626062,14.595782,1.3120749,-9.12259,-1.6095706,-10.414178,21.099365,0.005872422,-0.009743494,0.029107034,1.9182652,1.9262983,0.14739129,0.19001642,0.4205263,0.798561,-38.33387,-0.4,6,1,1,1
