./voice\believe3\condition3\c00.wav,0 days,0 days 00:00:11,29.372852,0.3587297,19.506197,31.892233,33.335625,13.829428,267.59583,244.75853,364.00174,775.9691,0.32702208,1.2152412,0.050586052,0.0990948,0.64913845,0.5985524,10.952205,6.8616242,8.317656,7.3112183,0.23106009,1.5134438,19.297932,0.74660134,13.448677,0.9482891,9.065005,1.6589658,-1.8607655,-6.663396,0.05029952,1.4494191,1.8631549,0.7662268,2.5926385,2.6310852,6.812788,1.7168156,25.13466,0.67627776,607.2305,0.44337812,1160.1416,0.2978847,-136.76062,-0.6231327,1688.5326,0.22169477,886.4706,0.38133115,-137.77516,-0.5822646,2820.5066,0.100163795,704.3334,0.5949785,-139.02293,-0.56117696,-17.538725,-0.8016162,26.906979,0.5574712,0.0488143,0.6119841,-0.0160981,-0.8707372,0.517861,0.75157166,26.385862,0.68467236,14.793866,1.0942632,17.959637,0.88407654,-4.402563,-3.4906218,-11.900757,21.380825,0.009748048,-0.011746387,0.060326386,2.456779,2.7447393,0.12466666,0.15191518,0.2422222,0.47361755,-29.116236
./voice\believe3\condition3\c01.wav,0 days,0 days 00:00:12,32.601097,0.35056376,21.937567,31.474617,40.510536,18.57297,949.2138,1027.3794,775.21106,958.1778,0.14803834,1.1777874,0.05448617,0.07292304,0.19632143,0.14183526,5.935492,6.439678,3.5474706,3.5403168,0.06707352,2.1868336,13.381332,0.87909037,13.219158,1.0783129,4.022248,3.2949865,-1.899551,-6.682628,0.09485892,1.3234031,2.2871501,0.5619907,1.2882459,4.5758643,4.3402557,5.2492795,13.309034,1.4684908,597.4278,0.46890256,1186.1011,0.37454087,-184.73164,-0.2637904,1624.4072,0.18996637,953.1108,0.39720678,-180.32777,-0.29129454,2701.718,0.1133179,792.4407,0.55634886,-180.45334,-0.28675416,-11.324589,-1.0889813,20.213078,0.6767624,0.023181943,1.3328732,-0.009550648,-1.3555502,0.3069349,0.90385747,19.691235,0.7963246,9.450759,1.9475273,15.129493,1.4488431,2.5769386,7.5334487,-9.09714,16.781427,0.012819288,-0.0118606705,0.03508711,1.5012511,1.5138773,0.06666666,0.07264832,0.6070588,0.9552441,-41.147957
./voice\believe3\condition3\c02.wav,0 days,0 days 00:00:12,29.90006,0.37341708,20.114202,27.435276,42.355164,22.240961,745.4174,1047.4868,202.47679,331.56982,0.25552523,1.3541021,0.051644452,0.0757922,0.40479088,0.35314643,10.402983,9.373362,5.3598385,4.054252,0.15142682,1.9398271,15.151033,0.927135,13.343674,1.0367473,9.789033,1.6978325,-3.013411,-3.4360569,0.09763015,1.3789423,1.8188001,0.76451,0.5833459,8.34783,3.2713444,3.2113523,18.088177,0.8844551,538.8069,0.5223488,1101.6333,0.28891832,-165.35477,-0.44277298,1590.2793,0.2013113,779.58276,0.5085323,-163.82466,-0.42794007,2717.7686,0.107296675,672.0214,0.54820263,-163.92169,-0.42656964,-10.931587,-1.1584371,18.999876,0.6668946,0.044848323,0.67651945,-0.015298866,-1.0892467,0.56331974,0.7146782,24.87117,0.72981596,5.2913947,2.80218,23.555454,1.0752599,-8.866796,-1.492312,-10.378965,18.056398,0.010938238,-0.012833242,0.046076648,1.9182652,1.5126051,0.125,0.19616461,0.5138889,0.8030646,-33.41545
./voice\believe3\condition3\c03.wav,0 days,0 days 00:00:12,28.2559,0.34782594,19.571898,29.266273,31.796976,12.225079,614.8555,1241.6682,184.42235,137.59665,0.24139869,1.376075,0.049124062,0.07206211,0.4570456,0.40792155,10.06604,8.153149,5.9830303,3.7184634,0.13332106,1.6792727,17.006931,0.7082167,12.155723,1.0758873,11.606917,1.3985946,-1.374017,-8.6795,0.07051802,1.2399596,1.9332037,0.7070024,0.7539715,6.9885287,-1.8788772,-15.1065855,12.237616,2.4249208,595.3363,0.5041513,1189.8148,0.31425512,-163.98201,-0.42898706,1671.6779,0.22183819,858.6026,0.4855877,-160.06497,-0.43588513,2747.174,0.11204675,756.5425,0.5428237,-160.24118,-0.4331482,-12.211768,-0.9526526,20.749813,0.5907004,0.032903362,1.1543351,-0.011182763,-1.1753292,0.37520036,0.7255783,24.77269,0.6611403,5.0264463,3.3312762,24.97412,0.9060552,-2.4970908,-6.9194484,-12.073676,21.133877,0.012261513,-0.010409814,0.060253426,1.8348625,2.4308467,0.08620689,0.06910331,0.32555556,0.8870439,-36.614853
./voice\believe3\condition3\c04.wav,0 days,0 days 00:00:11,29.21863,0.19709635,26.931086,30.141455,32.050568,5.119482,392.94678,471.13004,133.68753,162.69084,0.2537751,1.4538687,0.047775462,0.05862367,0.47711343,0.42933798,10.33069,8.656211,6.237138,4.957717,0.16142039,1.9646394,20.765806,0.46332598,10.489743,1.083715,10.877758,1.4195747,3.6101072,2.752107,0.0663342,1.6438906,1.5261279,0.8641082,4.2533116,1.420594,6.3842125,1.1463349,22.340515,0.49702087,582.4917,0.44876432,1187.3301,0.21061689,-157.96497,-0.4868631,1627.4597,0.18771398,944.46826,0.41002178,-157.9289,-0.4624592,2686.646,0.12942155,800.68085,0.4461368,-158.6736,-0.45231307,-15.578846,-0.731615,27.090137,0.33665636,0.0350926,0.84454125,-0.010421755,-1.631906,0.5370141,0.7740172,32.08352,0.33191174,4.36623,3.009257,24.54932,0.94035286,2.00381,6.7510037,-13.230703,23.595877,0.0013004144,-0.009945951,0.04193799,1.455869,1.2808784,0.17642856,0.22739542,0.47705883,0.75456077,-29.233162
./voice\believe3\condition3\c05.wav,0 days,0 days 00:00:12,26.033741,0.23718476,19.936531,27.279032,30.082426,10.145895,684.0958,689.99274,193.87042,184.87527,0.20171918,1.5770013,0.049142674,0.065543756,0.21941964,0.17027697,10.134803,9.550163,9.2129345,7.8615437,0.15025015,2.7960856,14.64817,0.8469269,16.597918,0.57164043,7.794149,1.4083515,-1.7055995,-5.505711,0.12941332,1.2378155,2.2076778,0.68293744,1.0092695,4.594537,2.7244742,5.7789497,25.269133,0.6927157,486.4884,0.47978964,1206.0491,0.16689391,-174.1584,-0.37113947,1523.8142,0.2070696,819.47186,0.44815287,-174.3922,-0.34808284,2685.765,0.10638346,692.10693,0.52797097,-175.3244,-0.33308387,-15.289169,-0.5586569,24.5745,0.4505722,0.05005045,0.67197835,-0.015529401,-0.80933785,0.8278944,0.9520643,27.027576,0.53761435,14.528189,0.81115586,14.569553,1.1753017,-9.397999,-1.489624,-12.06274,20.204424,0.0077030794,-0.011928976,0.032609727,1.7514596,1.0067114,0.13333333,0.13529801,0.90999997,1.2667927,-32.970886
./voice\believe3\condition3\c06.wav,0 days,0 days 00:00:12,33.270153,0.2577228,28.095184,32.6174,35.539124,7.443939,259.67697,236.8969,275.5899,429.9164,0.2945304,1.3903435,0.051569954,0.07609007,0.55463284,0.5030629,6.3740954,5.3488226,4.3519278,1.9806521,0.1808323,1.8982791,18.417181,0.68586355,8.341322,1.9022993,5.1614394,2.2409668,2.1141875,5.7193127,0.08897755,1.4689194,1.7211162,0.7265734,1.9514874,3.4769366,1.5259901,9.896471,16.583273,0.8891902,705.4369,0.3581692,1240.0125,0.24436364,-152.59009,-0.52844346,1634.7593,0.15029006,1072.5162,0.32162836,-148.27057,-0.5492797,2832.4902,0.09407513,709.55,0.47119546,-150.71,-0.5102369,-9.658277,-1.2915642,26.361956,0.43150118,0.038752533,0.90171325,-0.0022702306,-6.353072,0.5166557,0.8422972,28.707659,0.5373847,-4.6319966,-3.81073,6.083566,2.873224,0.21504137,84.76207,-11.084588,19.760334,0.0042621326,-0.008839231,0.04623869,1.3344454,1.3411568,0.204375,0.18877794,0.48764706,0.5664287,-31.35042
./voice\believe3\condition3\c07.wav,0 days,0 days 00:00:11,27.295343,0.4280508,16.873188,27.611542,31.924131,15.050943,149.91518,98.96836,278.22293,433.80118,0.19055535,1.4380642,0.04657094,0.057864785,0.28245053,0.23587959,8.5748825,9.411517,6.568525,5.1391373,0.12609679,2.1130302,17.89953,0.48085517,10.669323,1.2348347,14.7161455,0.9199189,5.5680275,2.065074,0.06859841,1.072713,2.1009562,0.6400906,1.4408029,3.7444453,7.948495,3.06644,18.163198,1.0324497,596.7626,0.5028172,1185.392,0.2540183,-164.90765,-0.4205647,1665.8502,0.17378952,928.89435,0.45767516,-161.87595,-0.42682236,2740.767,0.11386368,750.786,0.4075634,-162.00038,-0.42281148,-16.27357,-0.8608718,25.634575,0.5067328,0.0048009763,9.228513,-0.010591175,-1.2394212,0.4013217,0.9993371,25.572361,0.45568556,7.2243605,2.4167683,28.536804,0.63919353,6.2327547,2.2327647,-12.77203,22.128813,-0.00849818,-0.00929639,0.046048515,1.8198363,1.7399267,0.11842105,0.09890257,0.43315786,0.93470544,-33.542347
./voice\believe3\condition3\c08.wav,0 days,0 days 00:00:12,33.814846,0.41676122,20.435219,30.351782,51.198727,30.763508,557.2654,423.68524,120.62485,86.01715,0.18626185,1.4473114,0.053135432,0.07953528,0.2418972,0.18876177,7.4203715,9.931608,4.5045333,3.2519572,0.107641704,3.3706245,15.282766,0.74593586,9.230277,1.5827216,9.244165,1.2025388,-0.16309908,-73.488815,0.10319078,1.4287323,1.9720715,0.6292783,0.59313124,9.481455,0.9095199,26.140314,11.465629,2.0848923,724.3224,0.4247702,1158.4769,0.3242887,-166.61159,-0.41325182,1741.7388,0.19830349,975.22894,0.31351417,-160.33205,-0.45315668,2817.9778,0.10756693,775.6906,0.39474508,-160.33044,-0.4461983,-8.226677,-1.8375186,20.862782,0.64444226,0.03428054,0.98404616,-0.007883,-1.7805678,0.3612851,1.9159063,21.17851,0.84703654,-0.57056594,-32.482285,16.134912,0.95771873,2.3224635,7.420512,-10.964563,19.124832,0.011690959,-0.011908428,0.034303967,0.91743124,1.5075377,0.13444445,0.1303509,0.40636364,0.463343,-36.160576
./voice\believe3\condition3\c09.wav,0 days,0 days 00:00:12,29.333845,0.36409205,18.460253,29.784811,33.001526,14.541273,165.392,53.816746,229.25714,156.8652,0.11442253,1.6887742,0.05119597,0.057305958,0.07404812,0.022852145,7.5628705,6.4590545,10.449259,8.566306,0.059700426,3.191175,19.051075,0.40861383,14.570787,0.5649264,9.761316,0.91479063,4.059691,2.2765472,0.055293694,1.3279083,1.7803695,0.6147061,2.0666497,3.15438,5.2360325,5.6794815,15.783852,1.3696121,681.6173,0.40699077,1217.1659,0.28400567,-187.29903,-0.23964986,1668.1453,0.17737415,1011.7904,0.3253771,-185.88599,-0.24828844,2878.5068,0.11509046,593.0219,0.6861029,-186.24829,-0.24221459,-15.115892,-0.83529115,26.91599,0.48603904,-0.0009246504,-42.72949,-0.0069628586,-1.5047122,0.4642095,0.98320067,26.83443,0.62653834,8.96429,1.3090302,17.5227,1.0277411,-0.15945175,-76.68521,-15.339442,24.572832,-0.007713915,-0.012614062,0.020793483,0.83402836,0.5029338,0.14666666,0.117567934,1.079,1.9162747,-37.163315
