,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.014875316619873047,0.0005582332611083985,-5.033909420239362,-2.211503179365814,0.001,,linear,"{'C': 0.001, 'kernel': 'linear'}",38,-2.868593929955105,-2.247864980258734,-11.993174865602619,-2.2970277948079327,-4.007052000596035,-2.057571726772206,-3.246339731928403,-2.1710396950547213,-2.764610224234983,-2.2840116999354754,0.003176918667106259,8.37141377237393e-05,3.5705664718125387,0.08857348545255737
1,0.09537682533264161,0.0004435539245605469,-7.359652418991148,-1.9627314559348246,0.01,,linear,"{'C': 0.01, 'kernel': 'linear'}",39,-5.250928595057008,-1.77413347664875,-18.646477013961025,-1.9673682963900165,-5.0841482763711285,-1.824716058671665,-3.9468774414250185,-1.9529140382055297,-3.3388617967249608,-2.2945254097581613,0.03975938014006762,2.8910649092148057e-06,5.790227440762253,0.1815613160596162
2,0.6591659545898437,0.00032329559326171875,-4.76536286563745,-1.6267688380919587,0.1,,linear,"{'C': 0.1, 'kernel': 'linear'}",37,-4.848581568807979,-1.3456518059009548,-4.051867413475031,-1.7062319008298594,-7.299039883641806,-1.8208162137960038,-3.2273376420767126,-1.5271619368522529,-4.253572414877073,-1.7339823330807216,0.13436282855066586,5.595476307566055e-06,1.3893192816917006,0.16994811939381638
3,10.293698501586913,0.0004870891571044922,-15.684223571519617,-1.766602630353945,1,,linear,"{'C': 1, 'kernel': 'linear'}",40,-6.64263649165805,-1.7217308948206032,-44.24305992597325,-1.6075644560381193,-12.621990712594446,-2.4197671263276037,-5.196154686566203,-1.8156255839221935,-8.451505547293312,-1.2683250906612056,6.13812981264629,0.0003007502340528442,14.755028653943876,0.37539691764286315
4,13.056651258468628,0.0005478858947753906,-96.1784337836521,-14.427942341279413,10,,linear,"{'C': 10, 'kernel': 'linear'}",41,-72.1279886169585,-15.70128895389602,-250.6943821540411,-11.652143412662083,-46.544825023082005,-13.931875322516081,-45.085878174929334,-16.710714107047384,-60.221256915162925,-14.143689910275494,3.643874139857607,0.00029309609620701193,79.29683104531316,1.7242041731882625
5,19.379458618164062,0.0004903793334960938,-2104.3250186126024,-145.92198683028982,100,,linear,"{'C': 100, 'kernel': 'linear'}",42,-875.6142766489595,-144.4167256096001,-7946.946558042844,-139.15146409621002,-443.1978674222309,-136.87765273168512,-444.0123868966924,-167.50164456565156,-584.7168004925753,-141.66244714830233,4.697570079076037,0.00030727718719684706,2979.1683910973275,11.079089087106135
6,0.0010834217071533203,0.0003528118133544922,-2.493157768976658,-2.505042974527682,0.001,0.0001,rbf,"{'C': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}",3,-2.6905201082459222,-2.4554386315115218,-2.1996570995846647,-2.5789692945998053,-2.1866207730728777,-2.5818445247892745,-2.780852295437319,-2.435999962916956,-2.639113593621469,-2.472962458820854,5.723543765793517e-05,3.425881686296088e-05,0.2549440158695918,0.06264226481912938
7,0.001057577133178711,0.00035791397094726564,-2.4931620800885868,-2.5050274877594783,0.001,0.001,rbf,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf'}",4,-2.6905576001578,-2.455392603054179,-2.1996656158170977,-2.5789871987909536,-2.1865727178104457,-2.5818434845278095,-2.780886727800834,-2.435978623008941,-2.639103916278326,-2.4729355294155075,3.564669522075673e-05,3.010100420618477e-05,0.25496623891576,0.06266098867520228
8,0.0009939193725585938,0.00032167434692382814,-2.493162082899814,-2.505027484208635,0.001,0.01,rbf,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'rbf'}",5,-2.6905576094928723,-2.455392593260197,-2.1996656158217713,-2.578987198925621,-2.1865727177480285,-2.581843484368829,-2.780886732542476,-2.4359786189164674,-2.639103916250595,-2.4729355255720598,3.279634532430751e-05,8.64825397408614e-06,0.2549662414379884,0.06266099151523184
9,0.0010463714599609375,0.0003315925598144531,-2.493162082899814,-2.505027484208635,0.001,0.1,rbf,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}",5,-2.6905576094928723,-2.455392593260197,-2.1996656158217713,-2.578987198925621,-2.1865727177480285,-2.581843484368829,-2.780886732542476,-2.4359786189164674,-2.639103916250595,-2.4729355255720598,4.9213290999822774e-05,9.521710946370633e-06,0.2549662414379884,0.06266099151523184
10,0.0010128021240234375,0.0003181934356689453,-2.493162082899814,-2.505027484208635,0.001,1.0,rbf,"{'C': 0.001, 'gamma': 1.0, 'kernel': 'rbf'}",5,-2.6905576094928723,-2.455392593260197,-2.1996656158217713,-2.578987198925621,-2.1865727177480285,-2.581843484368829,-2.780886732542476,-2.4359786189164674,-2.639103916250595,-2.4729355255720598,4.325047083988185e-05,9.511198163840574e-06,0.2549662414379884,0.06266099151523184
11,0.0010174751281738282,0.0003156185150146484,-2.493162082899814,-2.505027484208635,0.001,10,rbf,"{'C': 0.001, 'gamma': 10, 'kernel': 'rbf'}",5,-2.6905576094928723,-2.455392593260197,-2.1996656158217713,-2.578987198925621,-2.1865727177480285,-2.581843484368829,-2.780886732542476,-2.4359786189164674,-2.639103916250595,-2.4729355255720598,6.593032037946555e-05,8.950577679997441e-06,0.2549662414379884,0.06266099151523184
12,0.0011871337890625,0.0003366947174072266,-2.493429384620544,-2.498833694688109,0.01,0.0001,rbf,"{'C': 0.01, 'gamma': 0.0001, 'kernel': 'rbf'}",9,-2.6906344650018865,-2.4496595977481532,-2.199528411693619,-2.5727941188924954,-2.1868448714017044,-2.575528150588623,-2.7806722436173663,-2.4297576703146233,-2.64048850106233,-2.46642893589665,6.282669307924762e-05,4.318997144403172e-06,0.25504949404652233,0.06259687094385454
13,0.0012556552886962891,0.00034275054931640623,-2.493519990227855,-2.4986249485696557,0.01,0.001,rbf,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",10,-2.6910502326934718,-2.449234454100483,-2.199656044486361,-2.5727282877964037,-2.186383320566087,-2.5754773048725186,-2.780937284521715,-2.429464273627731,-2.6406092514053023,-2.4662204224511424,1.898662338248238e-05,5.1281613958381045e-06,0.25527008366039533,0.06272202606605438
14,0.001123523712158203,0.00033354759216308594,-2.493520018348219,-2.498624968460806,0.01,0.01,rbf,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",11,-2.691050326014521,-2.4492344505005073,-2.19965604454099,-2.5727283250903543,-2.186383319948694,-2.5754773390995793,-2.780937331919874,-2.4294642700773115,-2.6406092512047437,-2.4662204575362794,2.3184095276736225e-05,3.26555131306914e-06,0.25527010884815743,0.06272204099055208
15,0.00110321044921875,0.0003314495086669922,-2.493520018348219,-2.498624968460806,0.01,0.1,rbf,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",11,-2.691050326014521,-2.4492344505005073,-2.19965604454099,-2.5727283250903543,-2.186383319948694,-2.5754773390995793,-2.780937331919874,-2.4294642700773115,-2.6406092512047437,-2.4662204575362794,3.079622432358037e-05,4.066836750072555e-06,0.25527010884815743,0.06272204099055208
16,0.0011089324951171875,0.0003299713134765625,-2.493520018348219,-2.498624968460806,0.01,1.0,rbf,"{'C': 0.01, 'gamma': 1.0, 'kernel': 'rbf'}",11,-2.691050326014521,-2.4492344505005073,-2.19965604454099,-2.5727283250903543,-2.186383319948694,-2.5754773390995793,-2.780937331919874,-2.4294642700773115,-2.6406092512047437,-2.4662204575362794,2.8277850638720334e-05,4.3546486117671485e-06,0.25527010884815743,0.06272204099055208
17,0.0010861873626708985,0.0003342151641845703,-2.493520018348219,-2.498624968460806,0.01,10,rbf,"{'C': 0.01, 'gamma': 10, 'kernel': 'rbf'}",11,-2.691050326014521,-2.4492344505005073,-2.19965604454099,-2.5727283250903543,-2.186383319948694,-2.5754773390995793,-2.780937331919874,-2.4294642700773115,-2.6406092512047437,-2.4662204575362794,3.117523268977425e-05,1.2005884715858407e-05,0.25527010884815743,0.06272204099055208
18,0.0011931419372558593,0.0003394603729248047,-2.496393340845251,-2.437445330165727,0.1,0.0001,rbf,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'rbf'}",15,-2.6923427059889953,-2.3925899485124593,-2.198229460324533,-2.5115032961974517,-2.1887704576672693,-2.5132894358589146,-2.77912935184877,-2.3679205018012524,-2.6550206821316853,-2.4019234684585595,3.919549231634e-05,5.7683501683204505e-06,0.2564848749012999,0.062200354311962885
19,0.0012493610382080078,0.00034427642822265625,-2.4972812945810556,-2.435406924841079,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",16,-2.6965126972218454,-2.3883614876097,-2.1995031900339845,-2.5109954565657113,-2.1840657908148193,-2.5127744144839275,-2.7818212079233198,-2.3650659314965825,-2.656177602732274,-2.399837334049473,3.154320150712443e-05,5.546499642789973e-06,0.25871025217331434,0.06344395775798738
20,0.001134777069091797,0.00033626556396484377,-2.497281573619825,-2.4354071207627337,0.1,0.01,rbf,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",17,-2.6965136221212966,-2.3883614518376075,-2.1995031906579006,-2.5109958255976816,-2.1840657845995,-2.512774752225549,-2.7818216793956583,-2.365065896166709,-2.656177600823292,-2.3998376779861212,2.4945739463354538e-05,4.850162931423726e-06,0.25871049912593874,0.06344410263926911
21,0.001166391372680664,0.00034885406494140626,-2.497281573619825,-2.4354071207627337,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",17,-2.6965136221212966,-2.3883614518376075,-2.1995031906579006,-2.5109958255976816,-2.1840657845995,-2.512774752225549,-2.7818216793956583,-2.365065896166709,-2.656177600823292,-2.3998376779861212,0.00010740955712938839,3.3341250639245366e-05,0.25871049912593874,0.06344410263926911
22,0.001112508773803711,0.0003315925598144531,-2.497281573619825,-2.4354071207627337,0.1,1.0,rbf,"{'C': 0.1, 'gamma': 1.0, 'kernel': 'rbf'}",17,-2.6965136221212966,-2.3883614518376075,-2.1995031906579006,-2.5109958255976816,-2.1840657845995,-2.512774752225549,-2.7818216793956583,-2.365065896166709,-2.656177600823292,-2.3998376779861212,2.0750581296288217e-05,4.021860672752293e-06,0.25871049912593874,0.06344410263926911
