,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.060486459732055665,0.004594641939890944,0.008837652206420899,0.00015919631118558596,0.001,linear,,"{'C': 0.001, 'kernel': 'linear'}",0.5426136363636364,0.5284090909090909,0.4943181818181818,0.4943181818181818,0.5042735042735043,0.5127913587265491,0.019438207108319342,11,0.5167022032693674,0.5188343994314144,0.5081734186211798,0.5181236673773987,0.5056818181818182,0.5135031013762357,0.00546963638871382
1,0.06359610557556153,0.003830942184537724,0.009794664382934571,0.002022975517560397,0.01,linear,,"{'C': 0.01, 'kernel': 'linear'}",0.5369318181818182,0.5056818181818182,0.5085227272727273,0.48863636363636365,0.5128205128205128,0.5105173393973849,0.015555317286158004,13,0.5124378109452736,0.5280739161336176,0.5124378109452736,0.5216773276474769,0.5142045454545454,0.5177662822252375,0.006180853893605761
2,0.06627111434936524,0.00946417181473945,0.007685184478759766,0.0010018978366917925,0.1,linear,,"{'C': 0.1, 'kernel': 'linear'}",0.5056818181818182,0.5028409090909091,0.5198863636363636,0.5085227272727273,0.5128205128205128,0.5099488345650938,0.005963932504751148,14,0.527363184079602,0.535181236673774,0.5216773276474769,0.5294953802416489,0.5142045454545454,0.5255843348194095,0.007145983728190535
3,0.09757580757141113,0.005980406667646812,0.005910825729370117,0.00018348396441613012,1,linear,,"{'C': 1, 'kernel': 'linear'}",0.5085227272727273,0.5028409090909091,0.5227272727272727,0.5,0.5128205128205128,0.5093803297328028,0.008020161484522963,17,0.5266524520255863,0.535181236673774,0.5216773276474769,0.5245202558635395,0.5142045454545454,0.5244471635329844,0.006821615379800012
4,0.578570032119751,0.20646113680380862,0.007605314254760742,0.0011475843548823875,10,linear,,"{'C': 10, 'kernel': 'linear'}",0.5085227272727273,0.5,0.5198863636363636,0.5,0.5128205128205128,0.5082433200682206,0.007649844550466175,18,0.5238095238095238,0.5337597725657427,0.5188343994314144,0.5280739161336176,0.5142045454545454,0.5237364314789688,0.006843584609512155
5,3.6748042583465574,1.1365449503012022,0.008754920959472657,0.001750680812732698,100,linear,,"{'C': 100, 'kernel': 'linear'}",0.5028409090909091,0.5113636363636364,0.5284090909090909,0.4943181818181818,0.5128205128205128,0.5099488345650938,0.011368490779586899,14,0.5238095238095238,0.5337597725657427,0.51954513148543,0.5259417199715707,0.5142045454545454,0.5234521386573625,0.0065323156865318395
6,0.12793703079223634,0.007665830388930544,0.02941579818725586,0.0032194055569520178,0.001,rbf,0.0001,"{'C': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
7,0.12175884246826171,0.0014854976768200957,0.02412099838256836,0.0015775571997892544,0.001,rbf,0.001,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
8,0.12380719184875488,0.011460314889586895,0.022882413864135743,0.0031396410896604525,0.001,rbf,0.01,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
9,0.11241202354431153,0.01722331504378093,0.02000293731689453,0.0022705649579343283,0.001,rbf,0.1,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
10,0.10993518829345703,0.01653086647679983,0.018771600723266602,0.003276470688226036,0.001,rbf,1.0,"{'C': 0.001, 'gamma': 1.0, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
11,0.1090238094329834,0.0244267778272081,0.020856618881225586,0.004415653393340151,0.001,rbf,10,"{'C': 0.001, 'gamma': 10, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
12,0.08466954231262207,0.001309330076309611,0.016021347045898436,0.00024357188370945117,0.01,rbf,0.0001,"{'C': 0.01, 'gamma': 0.0001, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
13,0.08284201622009277,0.0009524477891581978,0.015856313705444335,0.00014251707835677305,0.01,rbf,0.001,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5056818181818182,0.5042735042735043,0.5054007959067652,0.0005628446139275034,21,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5053304904051172,0.5056818181818182,0.5054007559604574,0.00014053111068039746
