file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,SentimentScore,slideScore,POMSScore,activation,reward
23,./voice\tsumugi\condition3\c00.wav,0 days,0 days 00:00:12,36.89806,0.25506526,32.854584,35.99407,41.321484,8.4669,884.77264,874.51483,369.10617,546.91534,0.6123341,1.2534403,0.061154634,0.26391807,1.200176,1.1390214,16.991419,12.868013,16.259056,13.742831,0.4162013,1.6827613,9.09521,1.6420714,7.0881605,1.7318809,-4.2928033,-2.679457,1.0357112,9.420908,0.051970344,1.4594439,1.535542,0.7207909,4.537593,1.4635822,2.554566,4.8675294,15.714806,1.063971,743.471,0.31704494,1159.3861,0.2268293,-153.50359,-0.5121904,1697.0944,0.13703543,939.85706,0.30011216,-147.8097,-0.53140706,2871.5764,0.11195765,696.4534,0.6866113,-148.62059,-0.5060443,-11.544524,-0.9861729,24.807644,0.53029996,0.041981786,0.7376415,-0.015509403,-0.95138407,1.0172933,0.802208,19.368483,0.78673047,6.960018,1.8892862,-5.7306457,-2.4737341,1.3913635,7.4609327,-3.4830513,12.678791,0.011282708,-0.006123486,0.14180271,1.8348625,2.0955575,0.138,0.12949131,0.34434783,0.58363795,-23.380812,0.899999976,4,0,1,0
23,./voice\tsumugi\condition3\c01_00.wav,0 days,0 days 00:00:11,29.613024,0.26087657,20.182043,32.777275,35.503155,15.321112,286.14136,324.95435,228.80016,194.31906,0.47866765,1.3184118,0.05259616,0.11972407,0.9969834,0.94438726,10.532287,11.7542,7.7997923,7.2976313,0.30894434,1.8019514,14.441929,0.86705935,9.332241,1.1589674,2.0511856,6.2042766,-2.9623358,-4.1835465,0.06053449,1.5164188,1.2602863,0.84707594,4.073551,1.7151905,-2.8703902,-7.0548735,14.173747,1.8146708,693.6053,0.3360598,1243.9552,0.23578626,-138.93053,-0.61886847,1695.1772,0.18647659,1042.6969,0.431681,-136.22295,-0.60759866,2832.2988,0.10724535,727.49677,0.7337916,-138.60326,-0.5749939,-17.029167,-0.50395507,28.01322,0.36116007,0.03324091,0.9421443,-0.020570459,-0.78512704,0.6737867,1.0141098,26.062021,0.44173732,11.36027,1.0574516,3.179102,5.4529214,-6.6060796,-2.436696,-7.747864,17.404928,0.007271648,-0.005993692,0.09485797,1.7288444,1.6468437,0.2111111,0.23361623,0.39764705,0.68199986,-26.578894,-0.100000001,4,0,1,0
23,./voice\tsumugi\condition3\c01_01.wav,0 days,0 days 00:00:11,30.443823,0.25121823,22.906736,32.141853,35.26009,12.3533535,220.44933,142.89932,156.67195,164.10374,0.3790667,0.9900781,0.05235173,0.19838603,0.75691473,0.704563,12.152196,6.442767,8.39014,5.193265,0.25945732,1.4553782,15.637251,1.0155411,12.214996,0.9109775,2.796858,4.830383,1.7326344,6.7826467,0.06685232,1.8591398,1.5824736,0.9477957,4.8128943,1.3788613,3.5650544,6.933575,21.849474,0.9811838,659.15265,0.37929645,1266.1725,0.22544108,-127.245544,-0.6873907,1662.6372,0.17746928,1032.9979,0.3001397,-125.66894,-0.65989244,2813.8022,0.12224918,761.2892,0.46170184,-129.23045,-0.61076224,-19.331875,-0.61423856,31.940899,0.40695843,0.030990666,0.9790747,-0.021077601,-0.6767435,0.5041102,0.8635033,27.93174,0.50009274,15.634718,0.80019534,3.5416074,4.866143,0.34159058,43.68719,-8.015523,17.493141,0.000799029,-0.005918669,0.07056842,3.366697,2.010969,0.20863636,0.21322832,0.2935,0.6580674,-27.952295,0.5,10,0,1,0
23,./voice\tsumugi\condition3\c02_00.wav,0 days,0 days 00:00:11,35.75156,0.25097704,32.432278,35.976288,41.744553,9.312275,354.04898,556.81995,184.60075,212.31151,0.33441126,1.2957995,0.05235122,0.067296945,0.6410292,0.58867794,7.626493,4.970193,6.2390294,4.3064537,0.20431541,1.8128744,10.374025,1.2245559,9.088815,1.0693936,0.016047249,977.3864,0.69552773,15.438728,0.06635733,1.6040094,1.4085952,0.69214076,4.5261016,1.662089,-0.49156135,-26.141148,14.564532,1.2307268,680.2329,0.32137275,1179.9152,0.21998847,-152.4425,-0.524443,1677.996,0.1229051,825.03723,0.36924753,-146.95403,-0.54134834,2814.412,0.111057974,796.2863,0.6291989,-148.522,-0.51528347,-13.422397,-0.910261,26.061476,0.5282271,0.044543292,0.8146782,-0.015732618,-0.95608395,0.5326805,0.8867466,21.250198,0.66454214,6.1782594,2.1861513,-5.1463594,-4.453536,-1.5662048,-9.800811,-7.9236665,16.97942,0.0030655,-0.006651813,0.05920212,2.365787,2.010969,0.14090909,0.12413003,0.33545455,0.56055754,-31.1127,-0.100000001,6,0,1,0
23,./voice\tsumugi\condition3\c02_01.wav,0 days,0 days 00:00:11,31.572311,0.23223566,22.64138,33.894688,36.898026,14.256645,350.20905,459.77237,191.16014,169.97482,0.27111793,1.2881608,0.055948317,0.073106535,0.55468905,0.49874073,8.100874,6.0162296,7.4270225,5.619665,0.17504692,1.8600377,9.944444,1.1432112,12.05213,0.858522,4.5304103,2.5542662,2.9406986,2.7212944,0.0819209,1.7752489,1.326094,0.801112,6.005192,1.0337358,1.740153,12.633453,14.719243,1.6936933,642.9893,0.37591955,1297.3815,0.17712472,-162.66425,-0.44180757,1689.1882,0.13822338,889.3547,0.47191802,-158.59476,-0.44963464,2811.3386,0.09956089,754.75397,0.58503264,-159.2454,-0.43927506,-19.67155,-0.6042495,29.467909,0.43468374,0.024399692,1.0471396,-0.02006281,-0.73162776,0.54464424,0.6902281,22.569345,0.45682472,17.50752,0.77285707,10.420402,1.5780423,7.1721163,1.4408939,-7.341076,15.945464,-0.004189789,-0.005690128,0.038274378,1.8198363,1.4665445,0.161875,0.1639443,0.5326666,0.8326861,-30.67706,0.200000003,6,0,1,0
23,./voice\tsumugi\condition3\c02_02.wav,0 days,0 days 00:00:11,30.657085,0.31816655,21.074291,31.788275,35.50186,14.42757,284.0535,299.0676,199.29666,206.04799,0.26749954,1.2089679,0.055131808,0.089947976,0.5330081,0.4778763,8.748445,5.8486505,6.6404076,4.0105615,0.18394995,1.7675261,14.69946,0.8287168,10.492959,1.3070585,2.7365248,4.0314584,3.714692,2.4840314,0.06747508,1.5555167,1.6496742,0.84896934,4.2174745,1.4880674,4.062983,7.3199105,18.241163,1.4154263,700.9557,0.29870725,1251.6396,0.22597171,-141.33702,-0.588344,1700.4176,0.14916135,1075.0067,0.32245994,-139.5575,-0.57162935,2773.484,0.112338394,803.61395,0.4634836,-140.35309,-0.5522083,-18.419628,-0.6778214,29.188257,0.46291342,0.020470148,1.1549536,-0.017116964,-0.8805388,0.46439883,0.87513,26.484798,0.45405254,13.761763,1.3304304,4.6519475,3.0358942,5.2848334,2.2245414,-8.580166,17.332283,-0.0080652,-0.006341119,0.02643227,2.0018198,1.9195613,0.1747619,0.18274675,0.30636364,0.46902743,-30.650894,0.800000012,8,0,1,0
23,./voice\tsumugi\condition3\c03_00.wav,0 days,0 days 00:00:12,35.161453,0.27832538,30.985857,33.803913,37.328487,6.3426304,495.6505,499.70837,383.11307,643.511,0.33238134,1.3923781,0.05046167,0.07026933,0.63843197,0.5879703,9.1372175,9.337038,5.6896544,5.8320713,0.17493257,2.0369968,10.554056,0.99406254,6.1583085,2.0995235,3.4790492,3.447801,7.0877976,1.3550246,0.07144136,1.7808839,1.4103997,0.719363,4.4668574,1.3350933,4.2555127,2.980475,11.842988,1.4193652,741.6686,0.3644726,1183.514,0.23704706,-155.38054,-0.4994705,1674.7538,0.13370137,952.1428,0.35391334,-148.94557,-0.5314786,2739.4402,0.10345804,857.2489,0.53141874,-148.55573,-0.5228757,-11.444425,-0.96127,23.182138,0.48836577,0.019809026,1.4129357,-0.012848109,-1.1607475,0.49417308,1.0002193,20.566538,0.60698617,2.6770062,6.2504225,6.3984237,2.4848878,10.891209,1.1035963,-7.3630033,17.737953,-0.008417412,-0.004686465,0.04062376,1.000834,1.7587941,0.15952381,0.21437566,0.4522222,0.49717593,-29.974148,0.5,10,0,1,0
23,./voice\tsumugi\condition3\c03_01.wav,0 days,0 days 00:00:12,33.787193,0.22929999,31.242117,34.293972,36.906128,5.664011,374.93362,352.72818,412.86145,638.8556,0.28009534,1.2718145,0.05436375,0.09254354,0.51063764,0.45627388,6.7062016,6.218948,5.5737967,5.637142,0.16860211,1.8603419,13.375766,0.87839633,8.646418,1.414976,1.358586,8.455724,2.7647374,3.955008,0.042621665,1.616595,1.2738088,0.9914019,5.969775,1.1798458,2.0942097,7.235119,16.92849,1.0364234,647.701,0.3750485,1298.0873,0.19933009,-152.70398,-0.5021715,1670.636,0.17920738,1074.9985,0.36721247,-145.5707,-0.5230502,2791.1987,0.11390199,890.421,0.64219743,-146.95653,-0.5015508,-19.096392,-0.6657352,31.204601,0.4631889,0.025244823,1.0124102,-0.01640859,-0.80622804,0.42875484,0.91569436,25.239473,0.46642685,13.114005,1.1108679,2.9916663,5.2363787,3.9592497,3.9687855,-7.497049,16.499681,-0.004510189,-0.006257428,0.033172175,1.5012511,1.7632242,0.17428571,0.23206261,0.4036842,0.8436962,-29.498602,-0.600000024,10,0,1,0
23,./voice\tsumugi\condition3\c03_02.wav,0 days,0 days 00:00:12,30.093182,0.32371306,20.532299,32.0887,38.79149,18.25919,429.91284,482.62842,147.03549,103.17919,0.23169148,1.5217403,0.049863163,0.05880782,0.3723755,0.32251233,11.354453,7.213955,10.054553,7.948103,0.17753346,2.0893705,11.200424,0.9033589,11.819567,0.7404966,5.810941,2.1487043,3.562293,3.0008821,0.08453361,1.7852881,1.7872401,0.7867361,4.7940974,1.3294818,2.3350163,12.018333,15.0675745,1.6710919,690.59155,0.39222315,1255.2123,0.23017292,-162.07133,-0.44260806,1729.8633,0.16021505,868.2737,0.399565,-158.0393,-0.45028916,2803.3423,0.100469835,696.6636,0.40059027,-158.67947,-0.43876055,-19.045155,-0.5204006,29.860216,0.35170394,0.023393366,2.3304617,-0.017532036,-0.786162,0.6098834,0.8342287,22.703638,0.51244164,15.648161,0.7715193,9.294063,2.2735312,3.551896,4.5317707,-8.992555,18.5189,-0.006339436,-0.004537109,0.026830735,1.7514596,1.3411568,0.18062499,0.12700732,0.53999996,0.87889844,-31.08378,-0.100000001,10,0,1,0
23,./voice\tsumugi\condition3\c04.wav,0 days,0 days 00:00:11,34.788567,0.13520451,31.922665,33.287697,38.035122,6.1124573,483.96594,738.64764,249.60675,473.13272,0.3367023,1.2139214,0.050328646,0.06070757,0.76651,0.71618134,6.8722715,4.2594337,4.6716714,3.5183725,0.18474752,1.6555972,16.18081,0.8514726,10.818892,0.85753155,0.6460126,19.705189,-0.63659173,-15.301731,0.03027201,1.4892117,0.9408257,0.9657978,8.718574,0.5691581,4.9740114,2.0356786,24.766373,0.47170195,736.18805,0.28601736,1278.9415,0.19227278,-137.70003,-0.62311345,1682.5029,0.15215091,1061.7139,0.30108133,-138.095,-0.58492905,2929.5537,0.105600215,707.35077,0.5681466,-141.81664,-0.53506684,-20.371696,-0.49097404,35.966835,0.27698487,0.036862582,0.8803039,-0.017637225,-0.94349915,0.4646523,0.74067324,31.703884,0.32455543,13.992737,0.8836536,-1.9416988,-9.082254,-4.402675,-2.9311125,-8.605018,19.072392,-0.005371639,-0.003653348,0.021711823,1.7288444,0.82266915,0.4422222,0.35983875,0.75111115,0.955655,-27.903263,0.899999976,10,0,1,0
23,./voice\tsumugi\condition3\c05.wav,0 days,0 days 00:00:12,28.773058,0.28735405,20.06107,33.362534,35.343884,15.282814,318.68872,356.69022,192.82466,132.7299,0.28587148,1.302058,0.05965656,0.07810255,0.5580133,0.49835676,8.913988,6.1950655,5.475711,4.584333,0.22399348,1.9241117,11.748237,1.0115598,11.028926,0.94079477,1.1276968,9.486342,0.098883785,97.85166,0.07776188,1.3286812,1.6987981,0.82403576,2.8468685,2.4159672,-2.5313635,-9.4316025,15.236891,1.5507003,717.1818,0.32096753,1240.3542,0.17812625,-156.02304,-0.49112767,1718.1984,0.16388057,994.0234,0.3798653,-156.20192,-0.46827585,2818.7983,0.107668914,773.5585,0.58099645,-157.73067,-0.44710904,-18.05991,-0.55169123,28.597448,0.4096576,0.041375943,0.7237782,-0.020759692,-0.6131929,0.68076444,0.7747945,24.310734,0.5088739,15.500617,0.7585298,0.56499493,24.675165,-1.5240409,-9.2463045,-8.27565,16.748318,-0.000832935,-0.00800222,0.058998626,2.0850708,1.5912899,0.15631579,0.13689068,0.50294113,0.9794882,-30.51468,-0.100000001,10,0,1,0
23,./voice\tsumugi\condition3\c06.wav,0 days,0 days 00:00:11,32.555378,0.23153028,26.01562,33.998844,36.950916,10.935297,195.87039,124.55063,113.264626,56.566643,0.36594278,1.3032751,0.057069805,0.09476761,0.73065925,0.67358947,9.018992,5.093748,7.6967087,5.140743,0.242521,1.7168121,12.304355,0.9850845,8.038139,1.4500167,1.298898,8.348749,1.9440275,4.4728856,0.06892088,1.650534,1.6519153,0.7918864,5.504686,0.98945385,3.092235,4.895364,17.674282,0.9090979,702.19794,0.31591654,1225.2164,0.16749553,-148.59233,-0.5542732,1669.4723,0.1560209,941.17535,0.37665167,-145.11215,-0.55631554,2782.3289,0.11823696,769.379,0.68282914,-147.30997,-0.52345353,-16.647802,-0.568961,28.11692,0.3690838,0.035890386,0.75330377,-0.017489728,-1.0661032,0.68846136,0.7124208,25.31751,0.44929525,10.483946,1.2424634,1.2975993,10.653814,0.5517889,19.513578,-6.8343425,16.10975,-0.002954807,-0.005332173,0.04133289,1.7288444,1.4625229,0.201875,0.11006922,0.43294117,0.6830275,-28.04987,0.899999976,10,0,1,0
23,./voice\tsumugi\condition3\c07_00.wav,0 days,0 days 00:00:12,33.86134,0.2063436,31.949724,34.915733,38.115524,6.1658,271.51245,248.5598,172.8295,155.02809,0.24401787,1.3812099,0.05672607,0.06669274,0.41217315,0.35544708,8.883826,6.859494,8.338785,6.1755056,0.14421791,2.2831738,8.421658,1.2521791,9.756042,0.93591714,1.7205985,6.9178357,3.6445894,2.2716255,0.06059006,1.9512922,1.5138403,0.86331224,5.7145853,1.1269906,4.0002985,4.869078,14.897371,0.8987303,642.7149,0.36845982,1190.8804,0.20684116,-172.92824,-0.36663705,1671.5277,0.1716583,918.01276,0.4474314,-168.158,-0.38738865,2753.4316,0.116456434,842.23425,0.6428644,-169.16913,-0.37236986,-16.805817,-0.6662422,28.436703,0.41724277,0.03172352,0.8985877,-0.015955942,-1.0212443,0.56107205,0.900642,21.89071,0.6086808,11.489538,1.1326103,3.12529,6.0770965,2.554241,4.593288,-7.1479588,15.958183,-0.004646965,-0.004239702,0.04803546,1.7514596,1.3422818,0.131875,0.12258766,0.55764705,0.73994064,-30.340681,-0.200000003,6,0,1,0
23,./voice\tsumugi\condition3\c07_01.wav,0 days,0 days 00:00:12,31.166025,0.27770326,23.090658,31.698908,37.523746,14.433088,388.42838,791.9124,98.442894,86.50455,0.3231769,1.2146883,0.05480291,0.07897643,0.7057552,0.6509523,9.991704,8.153739,9.943169,8.799879,0.27046627,1.9935945,13.190593,1.0161747,12.359177,0.98662096,6.3332224,1.9671998,3.5615613,2.6013913,0.05394734,1.7655398,1.3147706,0.9430872,6.077713,1.0939815,-3.1709402,-8.38224,17.968105,1.5968032,603.6737,0.3331312,1313.685,0.16930112,-149.00406,-0.5386997,1694.2448,0.13866486,990.4244,0.34685978,-147.40479,-0.52099746,2761.4087,0.10601791,899.75055,0.537292,-148.58533,-0.50052696,-23.535696,-0.508642,33.301212,0.33915454,0.026394222,1.0936981,-0.024282135,-0.7172754,0.7358303,0.9643388,28.19383,0.426209,20.306862,0.7080893,13.5329075,1.2743112,6.1614094,1.8903599,-7.4240136,16.911482,-0.005682121,-0.005040768,0.04106409,1.9182652,1.08969,0.28538463,0.2587727,0.71818185,0.845822,-26.023754,0.899999976,6,0,1,0
23,./voice\tsumugi\condition3\c07_02.wav,0 days,0 days 00:00:12,29.93248,0.21886002,24.436663,30.497099,35.498554,11.061892,352.76102,395.30316,228.74335,358.0067,0.25298256,1.3877398,0.054054864,0.06254885,0.5212061,0.46715122,10.025048,8.84732,8.679305,6.1888323,0.1904703,2.0934973,12.285398,0.9805892,11.930066,0.7962809,4.2731953,2.3250604,-0.25732994,-35.900715,0.059783664,1.530281,1.7710042,0.8631604,4.9878006,1.2342068,2.1894622,9.583752,20.220268,1.1756005,655.5016,0.34397075,1253.1752,0.17062503,-158.31616,-0.48740977,1716.3944,0.17508379,1138.3765,0.42150864,-158.11542,-0.4616166,2818.2043,0.09357104,703.645,0.55919373,-158.67929,-0.4533345,-21.804382,-0.49457064,31.501562,0.3640642,0.028533362,0.9579035,-0.02498255,-0.6975259,0.6516998,0.83323467,28.835234,0.41384697,18.604656,0.7545621,7.773809,2.1543195,-2.4391606,-6.037249,-8.459147,17.365711,-0.003206066,-0.00630408,0.035256453,1.5846539,0.75440073,0.32555556,0.29777363,1.10375,1.3393835,-29.55645,-0.200000003,8,0,1,0
23,./voice\tsumugi\condition3\c08_00.wav,0 days,0 days 00:00:11,35.487,0.2434874,30.930326,32.942375,42.460945,11.530619,754.2262,897.07043,153.6624,95.34666,0.2042885,1.4359702,0.056101456,0.06867809,0.26625323,0.21015178,6.525725,5.7881074,5.5443993,4.8421235,0.103083916,2.4393964,10.8374815,0.9519977,9.398123,1.0123779,2.6902459,3.6329315,2.1210303,3.8537712,0.031928204,1.7557886,1.0286764,0.83695096,7.4474874,0.81259316,9.125246,2.0305173,18.25748,0.8682409,636.0882,0.36221373,1272.7454,0.17644146,-173.55286,-0.36240914,1654.6012,0.11832832,993.1872,0.33534008,-168.57,-0.38229027,2772.8667,0.100797385,825.59644,0.4963142,-168.73643,-0.37334055,-20.302153,-0.5607905,31.153559,0.42777064,0.034235608,1.1437867,-0.020319,-0.70337546,0.44682413,0.91184133,26.188673,0.4736876,11.335796,1.3720049,7.6886253,1.9806873,7.068087,1.706766,-8.226402,17.372196,-0.004794271,-0.006508926,0.021398872,1.3648772,1.0064044,0.1790909,0.2801446,0.6646154,0.876888,-30.976679,0.200000003,8,0,1,0
23,./voice\tsumugi\condition3\c08_01.wav,0 days,0 days 00:00:11,30.788063,0.33625418,19.167112,33.708557,38.85507,19.687956,377.2704,667.2143,280.8588,384.73517,0.46998483,1.0367768,0.061781105,0.18955392,0.87079966,0.80901855,9.944571,7.392576,7.576501,5.1428227,0.38944906,1.3676189,13.666139,1.3296989,10.06918,1.2386636,2.0024931,6.277434,-1.798084,-6.869574,0.1003112,1.6852268,1.3873875,0.8430408,3.7161765,2.148793,-0.93711543,-29.02507,16.401255,1.5998197,691.2905,0.31952414,1241.4084,0.2005824,-130.68507,-0.67016524,1719.2277,0.16017279,934.8427,0.3932305,-129.1362,-0.6442523,2842.238,0.11014001,786.4184,0.40092212,-131.60988,-0.60675085,-18.637701,-0.63758594,30.553122,0.45572552,0.05327495,0.6620061,-0.02305494,-0.6446792,0.82511187,0.66578275,27.576637,0.58274686,13.811822,1.0185637,1.9342453,8.575181,-2.8542433,-5.034987,-5.0394273,13.221982,0.003814802,-0.007868468,0.08198809,2.5477707,1.9195613,0.20666665,0.21660438,0.33944443,0.5794295,-26.340046,-0.5,10,0,1,0
23,./voice\tsumugi\condition3\c09_00.wav,0 days,0 days 00:00:11,33.364952,0.29330888,30.17198,32.328312,36.978638,6.806658,441.24158,516.7196,159.2135,113.303,0.23754725,1.5210798,0.05562083,0.06506548,0.29497105,0.23935021,4.33641,4.595754,3.6304166,3.4749663,0.11755693,2.3307319,10.573299,0.89483935,7.9905148,1.2097168,4.920488,2.1145651,2.2627435,4.0552564,0.06252489,2.0493927,1.1035625,0.8628125,4.662916,1.5141107,2.1613681,10.213676,10.3108015,2.3584783,685.0422,0.3351563,1281.5094,0.20111278,-167.49696,-0.41204163,1625.19,0.1630057,907.7213,0.46221265,-164.37355,-0.42565387,2713.5354,0.083720826,777.45966,0.61012286,-164.86427,-0.41570067,-13.841117,-0.67616594,24.055756,0.4132971,0.021559149,1.3468286,-0.020394845,-0.6416044,0.48320606,0.8566362,24.24649,0.4910192,5.9552817,2.4336636,7.7034945,2.3334196,-0.4576333,-32.2004,-7.9724097,17.125263,-0.006191532,-0.005385192,0.02245381,1.0009099,0.9140768,0.212,0.22355314,0.71166664,0.8771718,-30.803394,0.899999976,6,0,1,0
23,./voice\tsumugi\condition3\c09_01.wav,0 days,0 days 00:00:11,33.48263,0.24293083,30.492306,34.44718,37.72354,7.2312355,267.43024,236.65298,127.29118,99.015,0.28270647,1.3993411,0.05680646,0.06618657,0.5687311,0.5119247,9.023008,5.9570365,6.9263363,4.9344597,0.1902265,1.9875122,9.924801,1.2045168,11.770793,0.72099507,3.3292327,3.3172903,1.8831288,4.219572,0.046418797,1.4624633,1.5894908,0.789493,5.6837606,1.1027771,5.2515955,3.7733445,16.035822,1.349422,734.96313,0.30628228,1169.9603,0.20400886,-161.114,-0.45180362,1726.3988,0.14323446,889.1644,0.45434657,-160.02779,-0.43507096,2851.5688,0.09366479,633.1273,0.49606448,-160.5592,-0.42657048,-17.40498,-0.6096326,28.008907,0.4979284,0.035295136,0.9597412,-0.024022259,-0.6038129,0.67031074,0.73096,23.244488,0.6245974,15.741317,0.7674335,5.1626015,3.125541,-0.50482637,-23.23574,-7.6151605,16.376179,-0.003852363,-0.005639652,0.032043174,1.9108281,1.463861,0.160625,0.14350386,0.6666666,1.0392573,-29.490417,-0.100000001,6,0,1,0
23,./voice\tsumugi\condition3\c09_02.wav,0 days,0 days 00:00:11,34.23492,0.27680966,25.396967,34.78817,41.838436,16.44147,311.11707,338.91055,151.70189,85.40474,0.3829287,1.1584888,0.06138353,0.16749878,0.6745524,0.61316884,11.955304,8.577301,7.942257,9.583215,0.31852952,1.9441572,11.404006,1.3575976,11.321529,0.91557467,-0.7258398,-19.70545,-1.3970262,-11.325154,0.063571736,1.6639829,1.6176758,0.9205127,4.492694,1.8031766,5.747784,4.736174,21.911821,1.1584663,736.8661,0.34199384,1193.944,0.2779298,-139.30739,-0.5983343,1807.8373,0.1845367,947.432,0.38449675,-137.61902,-0.5783351,2941.2642,0.10534625,850.89294,0.42764324,-139.99603,-0.5449248,-18.828558,-0.7291033,30.442677,0.5291758,0.03854785,1.1378337,-0.025232146,-0.63219553,0.7161389,1.1322638,22.795774,0.70273244,15.754027,0.8167314,-1.6950191,-11.209432,-5.6497307,-3.672823,-5.806834,14.599514,0.006288666,-0.00829376,0.06624619,2.2747953,2.0128088,0.1759091,0.23851164,0.32999998,0.36945906,-26.943811,-0.5,8,0,1,0
23,./voice\tsumugi\condition3\c10.wav,0 days,0 days 00:00:11,30.855919,0.24449006,22.448362,33.470177,35.452053,13.003691,239.73283,177.51913,476.07785,1159.0237,0.3013259,1.3338847,0.050981954,0.05812183,0.5943708,0.54338884,5.5053043,5.315588,4.978954,7.4466577,0.22719921,2.1622498,14.702496,1.0681474,10.629135,0.8079985,4.704395,1.8410053,3.6063576,1.8756278,0.04617591,1.6849685,1.0666649,1.0161837,6.8949766,0.9292608,4.7309933,2.4245143,27.592249,0.570697,755.3907,0.22667058,1264.5869,0.18680595,-151.26033,-0.52557015,1748.2594,0.12265094,966.4786,0.31996837,-151.66988,-0.50292623,2982.055,0.09866538,687.22516,0.5436626,-154.13719,-0.46816143,-23.197771,-0.46658257,35.95603,0.32397166,0.037780493,0.71147805,-0.022780787,-0.69870424,0.69695675,0.8980335,35.34592,0.34972402,15.618191,0.68474936,8.037865,1.5568563,5.604879,1.4439094,-7.9255795,17.735098,0.001229144,-0.003793171,0.031419855,1.0919018,0.9140768,0.312,0.3703458,0.76,0.8117635,-27.238386,0.200000003,8,0,1,0
