F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,SentimentAnalysis,Activation,Reward
23.67733,0.36379555,17.272837,22.926506,26.666767,9.39393,267.25763,360.98303,195.75092,159.97372,0.16325924,0.8455141,0.05138719,0.105180375,0.26202485,0.21063766,3.6909742,3.2695792,2.3970957,1.8914839,0.06751402,1.7728914,9.301728,1.6761447,10.027035,1.1488723,2.6797748,4.508118,-3.033171,-3.8740208,0.12256225,1.0529606,2.0412085,0.6565314,-1.9116311,-2.4374454,-4.792666,-6.4372153,18.318172,1.8542652,552.5112,0.37912133,1279.1316,0.19929539,-160.80325,-0.4884311,1557.2633,0.14219603,923.62885,0.27712643,-161.42355,-0.46435526,2612.4983,0.12037529,914.56226,0.40350077,-162.75543,-0.44214126,-13.927963,-0.7546927,26.437307,0.509496,0.06322202,0.5105222,-0.021496769,-0.6479244,0.20065895,0.8810135,27.85285,0.5662393,9.964399,1.7276102,0.96126914,16.547995,0.14805451,98.9413,-4.412723,12.275572,0.0243939,-0.00399918,0.030864066,2.2518766,1.516428,0.1261111,0.09165993,0.5725,0.8671252,-44.025818,0.300000012,0,1
25.261696,0.25702807,18.031368,26.419724,31.440224,13.408855,243.86505,336.29053,274.89612,411.65527,0.16902249,0.94250727,0.052307926,0.10857791,0.26404238,0.21173444,3.552049,3.1909883,2.7652764,1.8736943,0.09889157,2.1128936,12.546314,1.3789206,11.65497,0.8918044,4.168902,2.5859919,-0.61257726,-16.15477,0.076584935,1.3658764,2.0739748,0.8386356,0.74287,8.113521,0.61627805,41.716824,27.862997,0.97200817,643.3141,0.2906672,1313.7578,0.15563537,-143.85649,-0.5908116,1648.4352,0.15734653,1015.0495,0.31657043,-146.7047,-0.54058236,2783.8062,0.10973813,825.577,0.48583117,-149.16957,-0.5066177,-19.195604,-0.5321528,31.504578,0.38186342,0.045876842,0.77594894,-0.022427386,-0.761317,0.25399697,1.2488188,32.57208,0.42464912,15.4365015,0.91008747,3.9741457,3.635403,0.5777794,17.720846,-5.995299,14.310075,0.01979553,-0.003201148,0.02855842,2.6387625,2.1023767,0.13695651,0.11954387,0.30166665,0.411751,-40.05659,0.100000001,0,1
23.563974,0.31552416,17.103647,22.816475,29.509075,12.405428,344.4678,325.86533,196.84387,271.79245,0.21450241,1.6587652,0.055012703,0.10214919,0.2757509,0.2207382,10.414351,11.058355,13.136924,20.235477,0.19401723,2.8743603,13.567454,1.2261626,12.541441,0.95487785,0.95238274,11.809759,-1.2172475,-9.097552,0.09659862,1.4471099,2.9509742,0.5903215,-1.715687,-2.890438,-7.077726,-4.264407,22.240297,1.5104457,598.1419,0.36411476,1359.0122,0.1725847,-143.17049,-0.6005833,1593.4751,0.17548469,1038.884,0.30658412,-144.28076,-0.56113476,2726.1423,0.11075053,864.4882,0.38926792,-147.13419,-0.5221455,-16.813301,-0.57492083,28.991318,0.41231307,0.061665054,0.5777928,-0.023861995,-0.6997581,0.4696179,1.5989358,30.14305,0.5021278,15.5071,0.9939329,1.0098629,13.927722,-5.46288,-2.461868,-7.0377836,16.531742,0.017033365,-0.003059496,0.068207994,1.4626637,2.5541797,0.11151515,0.07901366,0.2735484,0.5996103,-33.114845,-0.100000001,0,1
25.009674,0.4333458,16.554695,23.457504,29.661148,13.106453,345.51068,283.59262,200.44957,91.42585,0.12043084,0.90333873,0.051200807,0.07073971,0.17276871,0.121567905,2.7609823,2.168219,2.791108,2.6078844,0.05502839,2.1296637,10.822141,1.340505,12.457131,0.88676655,2.1046278,5.0817766,1.6992327,5.2269697,0.13085778,1.3305324,2.1808555,0.6558417,-1.6665136,-2.8260567,-3.583898,-8.39857,23.799551,1.4413923,577.20746,0.2882019,1360.6411,0.1906262,-160.9201,-0.46768507,1564.9811,0.12812607,1068.672,0.3992371,-161.37056,-0.44226006,2656.203,0.0934497,961.65515,0.47439966,-162.85558,-0.4168387,-15.017784,-0.72543037,27.466185,0.4854004,0.049325764,0.5583141,-0.023101095,-0.7272315,0.17203312,0.97176725,27.411114,0.6062489,14.988253,0.94797516,-1.1895238,-12.079249,-1.0806556,-10.598257,-7.582597,16.676388,0.008476595,-0.004530536,0.020586642,2.911738,2.1937845,0.09333333,0.10302373,0.3690909,0.50588274,-45.656364,-0.600000024,0,1
21.366892,0.35406342,15.000987,19.874353,26.519306,11.518319,459.4027,479.17578,191.78415,144.33302,0.14523457,1.1064537,0.05162055,0.07079411,0.22126655,0.169646,5.6992397,9.393491,4.789438,5.727725,0.0870889,2.3715131,12.190398,1.134019,12.538636,0.9121917,4.397101,2.4552834,-0.63937294,-15.878238,0.10931632,1.5403557,2.5281973,0.5753151,-2.7017677,-1.7872928,-10.11832,-3.5380254,17.42524,2.3670845,574.16125,0.31302238,1341.848,0.18581973,-150.28593,-0.5604465,1646.2894,0.18056303,971.63513,0.2971476,-152.75046,-0.5129716,2753.4084,0.10722758,883.173,0.47465083,-154.28123,-0.48992038,-18.564945,-0.54117876,28.41692,0.44199675,0.057499737,0.4617423,-0.028766543,-0.5644287,0.24613616,1.3706486,28.336357,0.5007814,20.148438,0.68561184,5.192174,3.065687,-5.7255497,-2.306877,-8.015155,17.35587,0.012890264,-0.003649914,0.02877493,2.0928116,2.4680073,0.09740741,0.1116407,0.32,0.36318037,-41.22578,-0.899999976,0,1
24.670628,0.2539415,17.92191,26.03396,29.235699,11.313789,193.99908,158.16153,185.25537,234.7578,0.09317645,0.75027543,0.0489707,0.06359039,0.12428738,0.07531668,2.0342445,1.625987,1.5950798,1.2702541,0.029395012,1.7824507,10.206503,1.114265,11.3091545,0.8982775,1.9717342,5.761838,1.9979073,4.0891604,0.0870344,1.7882417,1.9773307,0.561798,0.24074048,19.24176,-0.44771102,-73.5963,24.554832,1.4382695,587.0704,0.33964127,1311.9218,0.15503107,-166.65428,-0.41907617,1637.1155,0.17933655,1057.3547,0.27552205,-167.48573,-0.3907078,2714.23,0.10798658,883.1869,0.3852656,-168.76546,-0.37246758,-18.52484,-0.4941537,30.050081,0.34198168,0.028341224,1.1034349,-0.021096108,-0.907029,0.092779756,0.8515665,26.53406,0.43257803,19.700012,0.66917896,2.8071396,5.126812,1.1592166,10.342653,-8.2472315,18.859509,0.006963304,-0.002902536,0.014786511,2.1555042,1.9364834,0.08359999,0.053656686,0.42166668,0.64708745,-51.072483,0.100000001,0,1
23.507029,0.35181892,16.148462,24.07229,27.70226,11.553797,250.94975,102.97042,356.327,478.53986,0.09221987,0.96332407,0.050663605,0.06019153,0.11745603,0.06679242,3.940035,8.261369,1.767088,2.5581746,0.034873314,4.3695397,6.7056565,1.6553391,10.710828,0.8195462,1.3124049,7.0980964,2.460314,3.2039056,0.13366136,1.1844925,2.5569715,0.60660225,-1.6545147,-2.8910942,2.781067,8.646122,28.538218,0.7341047,621.65875,0.37248555,1342.5225,0.19843157,-183.60403,-0.28422764,1652.5181,0.17200544,1002.46027,0.22168048,-183.96828,-0.2699481,2740.6943,0.11076705,842.82306,0.2906055,-184.55927,-0.2581926,-17.38292,-0.55191416,29.299236,0.32877386,0.037186652,0.7551505,-0.0210443,-0.64737576,0.23105861,1.8942955,28.441452,0.4144183,14.164306,1.0035532,2.8499238,4.570885,5.4963784,1.9383448,-6.989922,16.491512,0.009496695,-0.003082157,0.013647826,0.6672227,1.0887773,0.076153845,0.056641717,0.75714284,0.86784154,-45.31024,-0.899999976,0,1
22.650126,0.36651018,15.403023,20.267008,28.394472,12.991449,399.87753,575.35175,190.6027,103.48799,0.14228061,0.88251305,0.05418931,0.08229383,0.22389606,0.16970675,3.6449628,2.7339947,2.226771,1.9424255,0.089783415,1.6472361,14.993048,1.0452948,11.39815,0.8164166,1.0472709,11.137532,-0.95590377,-11.516336,0.1413107,1.168372,1.8695847,0.69811076,-2.3978028,-2.371304,-12.162172,-3.0044997,17.633358,2.2502842,541.3205,0.3477678,1402.237,0.16283512,-141.70883,-0.628699,1512.5508,0.1897479,1042.6354,0.29645205,-143.14406,-0.5839891,2686.1243,0.10034051,968.8211,0.5078539,-146.90999,-0.53056395,-19.08043,-0.46184853,33.669304,0.29502887,0.05676507,0.5534046,-0.028813763,-0.6500025,0.22875926,0.804344,33.190243,0.3830081,18.048018,0.62044555,-1.9886009,-7.948895,-5.9157386,-2.412858,-7.745353,17.913263,0.013264543,-0.002512583,0.025106678,3.4576888,2.2893772,0.1268,0.16629419,0.2868,0.4286884,-42.685303,-0.800000012,0,1
22.68082,0.28556445,17.191414,21.379295,26.781004,9.58959,397.30014,427.6944,157.81177,128.48723,0.12621339,1.599788,0.04972729,0.054988164,0.12419099,0.0744637,4.5550075,3.7175415,3.1285477,2.351428,0.088035606,2.8724692,11.369148,1.2543253,11.108477,0.8193478,4.6215158,1.9796762,2.4348767,3.2046204,0.09512618,1.3627725,2.593929,0.63285285,-1.9739187,-2.6381433,-9.072683,-4.4899173,19.951876,2.2587585,640.25476,0.3113247,1320.9503,0.17118745,-161.75737,-0.47502083,1675.2795,0.16561265,1030.977,0.2712839,-163.67152,-0.4359237,2793.1438,0.11189514,908.7232,0.3243393,-165.49017,-0.4090211,-19.55196,-0.5011168,33.02245,0.32450712,0.05065702,0.81584543,-0.024564046,-0.7245094,0.32326648,1.3025331,32.30258,0.45715708,15.145598,1.0098758,1.1334298,12.942261,0.08618155,139.33017,-9.184977,19.090717,0.009673166,-0.001606506,0.025046559,1.1547344,1.7014695,0.11363636,0.0780178,0.4975,0.7718541,-39.209362,0.800000012,0,1
24.16131,0.280451,16.694214,25.96047,30.43573,13.741516,284.52554,450.42618,168.8406,80.02172,0.0966333,1.4833267,0.049188655,0.05530602,0.09961447,0.050425816,9.488594,19.705797,3.7767494,4.8684435,0.03722684,3.0506377,7.7586703,1.3730012,9.83561,0.74470216,3.5519896,2.6794868,2.0486858,3.9145768,0.08054321,1.2028066,2.4352787,0.620904,-0.9191558,-5.060276,0.09971436,262.87796,25.5337,1.1710639,577.7434,0.34101015,1383.8671,0.27176824,-175.09929,-0.3624264,1596.5778,0.1837013,1013.81934,0.25725442,-175.90656,-0.3395235,2724.721,0.11040623,867.1073,0.35242215,-177.07106,-0.32096833,-18.239008,-0.53814524,31.94597,0.30093786,0.037401974,0.9231599,-0.02241053,-0.827968,0.12193535,0.83443767,28.01715,0.43261266,18.183693,0.6766465,0.600284,30.892942,-2.2693,-5.980857,-7.9012384,18.148487,0.005914912,-0.001112002,0.02330982,0.9099181,1.0968922,0.111666664,0.09127188,0.6166667,0.8228298,-47.300587,-0.800000012,0,1
